customer_id,signup_date,age,gender,region,acquisition_channel,acquisition_cost
C103617,2023-07-15,40,Male,West,Social Media,420
C103618,2025-09-13,58,Male,East,Email Marketing,140
C103619,2024-03-28,40,Male,East,Paid Ads,650
C103620,2025-02-21,29,Male,South,Direct,60
C103621,2024-12-28,69,Male,West,Social Media,420
C103622,2024-12-09,45,Male,East,Referral,90
C103623,2024-06-15,54,Female,East,Email Marketing,140
C103624,2024-09-13,48,Female,South,Referral,90
C103625,2025-11-25,36,Female,East,Social Media,420
C103626,2026-05-26,68,Male,North,Referral,90
C103627,2023-11-27,37,Female,West,Organic Search,180
C103628,2025-05-10,69,Male,North,Direct,60
C103629,2026-06-01,40,Male,Central,Email Marketing,140
C103630,2023-01-10,19,Female,West,Social Media,420
C103631,2025-10-06,19,Male,East,Organic Search,180
C103632,2024-09-30,68,Male,West,Paid Ads,650
C103633,2026-05-29,45,Female,West,Organic Search,180
C103634,2025-01-13,38,Female,North,Organic Search,180
C103635,2025-12-13,60,Female,West,Social Media,420
C103636,2023-08-02,50,Male,Central,Email Marketing,140
C103637,2023-07-02,52,Male,North,Referral,90
C103638,2026-04-06,53,Other,South,Paid Ads,650
C103639,2024-11-08,28,Male,East,Direct,60
C103640,2024-12-19,22,Male,South,Email Marketing,140
C103641,2023-08-07,55,Male,East,Referral,90
C103642,2023-10-19,19,Female,East,Paid Ads,650
C103643,2025-11-18,55,Female,West,Referral,90
C103644,2024-01-26,24,Male,North,Paid Ads,650
C103645,2025-01-21,31,Female,South,Organic Search,180
C103646,2024-02-12,54,Male,Central,Social Media,420
C103647,2023-12-05,50,Female,South,Referral,90
C103648,2023-08-02,58,Male,East,Paid Ads,650
C103649,2026-04-10,49,Male,North,Direct,60
C103650,2026-04-23,20,Male,North,Email Marketing,140
C103651,2023-05-29,61,Other,East,Social Media,420
C103652,2024-03-30,29,Female,South,Organic Search,180
C103653,2024-12-26,25,Female,West,Organic Search,180
C103654,2024-05-07,63,Male,East,Social Media,420
C103655,2025-07-16,28,Male,Central,Email Marketing,140
C103656,2023-12-01,45,Male,Central,Social Media,420
C103657,2023-03-17,43,Male,South,Organic Search,180
C103658,2024-03-09,58,Male,North,Organic Search,180
C103659,2025-02-07,20,Female,Central,Organic Search,180
C103660,2023-08-21,23,Female,South,Social Media,420
C103661,2025-11-15,39,Female,South,Paid Ads,650
C103662,2023-01-16,42,Female,North,Organic Search,180
C103663,2023-03-28,58,Male,West,Social Media,420
C103664,2024-10-16,49,Female,South,Email Marketing,140
C103665,2024-10-20,25,Male,North,Paid Ads,650
C103666,2024-01-15,68,Female,East,Organic Search,180
C103667,2023-11-29,41,Female,West,Social Media,420
C103668,2023-03-31,68,Male,South,Direct,60
C103669,2025-05-02,69,Male,West,Organic Search,180
C103670,2024-05-02,20,Female,East,Organic Search,180
C103671,2023-06-02,44,Female,South,Social Media,420
C103672,2024-05-29,39,Female,South,Paid Ads,650
C103673,2026-04-20,43,Female,North,Email Marketing,140
C103674,2023-12-02,34,Female,South,Referral,90
C103675,2026-02-24,47,Male,Central,Organic Search,180
C103676,2023-11-29,43,Female,North,Email Marketing,140
C103677,2023-08-28,27,Female,Central,Social Media,420
C103678,2023-12-02,33,Male,North,Paid Ads,650
C103679,2024-02-20,25,Male,South,Organic Search,180
C103680,2023-06-05,61,Female,East,Social Media,420
C103681,2025-01-25,53,Female,West,Email Marketing,140
C103682,2024-03-04,38,Male,North,Organic Search,180
C103683,2025-07-12,38,Female,North,Paid Ads,650
C103684,2024-09-23,22,Female,East,Direct,60
C103685,2024-07-23,33,Female,South,Paid Ads,650
C103686,2024-08-28,66,Male,East,Organic Search,180
C103687,2023-07-20,19,Male,West,Organic Search,180
C103688,2025-07-05,25,Male,North,Referral,90
C103689,2023-05-14,61,Female,West,Referral,90
C103690,2025-07-16,45,Female,North,Organic Search,180
C103691,2026-07-09,19,Male,Central,Organic Search,180
C103692,2025-09-09,43,Female,Central,Social Media,420
C103693,2024-08-08,56,Male,West,Referral,90
C103694,2024-02-09,35,Female,Central,Organic Search,180
C103695,2026-01-27,37,Male,West,Paid Ads,650
C103696,2023-11-27,50,Female,North,Social Media,420
C103697,2024-09-12,49,Female,North,Organic Search,180
C103698,2025-09-18,64,Female,North,Organic Search,180
C103699,2026-04-01,30,Male,South,Email Marketing,140
C103700,2026-03-30,32,Male,East,Email Marketing,140
C103701,2023-04-23,26,Male,East,Paid Ads,650
C103702,2026-03-01,52,Other,West,Email Marketing,140
C103703,2023-05-27,45,Male,South,Social Media,420
C103704,2025-01-21,36,Female,North,Direct,60
C103705,2026-04-10,54,Female,North,Direct,60
C103706,2025-04-22,37,Male,Central,Social Media,420
C103707,2026-05-03,28,Male,South,Paid Ads,650
C103708,2024-03-18,46,Male,South,Organic Search,180
C103709,2024-02-09,40,Female,North,Social Media,420
C103710,2024-02-24,39,Other,Central,Paid Ads,650
C103711,2024-04-01,41,Male,North,Social Media,420
C103712,2025-05-28,65,Other,East,Organic Search,180
C103713,2024-08-04,29,Male,North,Email Marketing,140
C103714,2025-08-06,32,Male,North,Direct,60
C103715,2024-06-19,47,Female,West,Organic Search,180
C103716,2024-01-31,20,Female,East,Social Media,420
C103717,2023-09-02,25,Male,West,Email Marketing,140
C103718,2024-12-09,47,Female,North,Social Media,420
C103719,2026-03-01,44,Female,Central,Direct,60
C103720,2026-01-09,51,Female,East,Social Media,420
C103721,2023-11-22,23,Female,Central,Organic Search,180
C103722,2024-09-06,62,Male,North,Paid Ads,650
C103723,2025-06-25,43,Male,South,Paid Ads,650
C103724,2025-02-26,26,Female,South,Organic Search,180
C103725,2023-03-28,34,Female,West,Referral,90
C103726,2025-01-30,29,Male,West,Social Media,420
C103727,2023-02-19,41,Male,East,Paid Ads,650
C103728,2023-05-30,42,Male,North,Paid Ads,650
C103729,2025-04-20,40,Female,North,Paid Ads,650
C103730,2023-05-12,41,Male,North,Paid Ads,650
C103731,2024-03-11,65,Male,West,Social Media,420
C103732,2025-01-26,67,Male,South,Paid Ads,650
C103733,2025-04-22,43,Female,North,Email Marketing,140
C103734,2024-07-27,68,Female,South,Direct,60
C103735,2023-05-01,60,Male,North,Social Media,420
C103736,2025-10-24,60,Male,Central,Referral,90
C103737,2026-05-06,29,Male,South,Direct,60
C103738,2026-02-16,40,Female,Central,Organic Search,180
C103739,2025-08-20,36,Female,West,Organic Search,180
C103740,2024-06-01,23,Female,East,Organic Search,180
C103741,2026-01-31,21,Female,East,Paid Ads,650
C103742,2024-09-19,50,Male,West,Paid Ads,650
C103743,2023-06-25,39,Male,West,Social Media,420
C103744,2025-12-29,60,Male,North,Paid Ads,650
C103745,2024-02-16,52,Male,Central,Organic Search,180
C103746,2026-04-22,22,Male,South,Paid Ads,650
C103747,2024-04-18,61,Female,South,Organic Search,180
C103748,2026-01-23,43,Male,South,Social Media,420
C103749,2024-11-21,47,Female,West,Organic Search,180
C103750,2024-08-24,68,Male,South,Organic Search,180
C103751,2024-01-17,51,Male,South,Organic Search,180
C103752,2025-12-10,19,Female,North,Referral,90
C103753,2023-03-19,27,Male,South,Organic Search,180
C103754,2024-08-25,40,Male,North,Social Media,420
C103755,2024-04-19,19,Male,Central,Email Marketing,140
C103756,2024-11-29,26,Female,South,Paid Ads,650
C103757,2023-11-24,59,Male,Central,Organic Search,180
C103758,2025-05-04,25,Female,West,Social Media,420
C103759,2024-05-11,26,Other,West,Organic Search,180
C103760,2023-08-30,44,Female,Central,Email Marketing,140
C103761,2023-09-11,22,Male,North,Referral,90
C103762,2025-06-14,31,Female,East,Paid Ads,650
C103763,2023-12-03,66,Male,North,Organic Search,180
C103764,2024-01-31,50,Female,North,Referral,90
C103765,2025-03-17,68,Female,South,Social Media,420
C103766,2024-02-29,36,Male,West,Organic Search,180
C103767,2024-05-14,50,Male,West,Referral,90
C103768,2023-11-11,30,Female,South,Paid Ads,650
C103769,2024-03-20,37,Female,West,Email Marketing,140
C103770,2025-06-09,27,Female,North,Email Marketing,140
C103771,2024-11-17,61,Female,North,Organic Search,180
C103772,2026-07-06,27,Female,North,Organic Search,180
C103773,2025-09-19,28,Female,East,Paid Ads,650
C103774,2023-01-22,42,Female,East,Email Marketing,140
C103775,2024-05-02,40,Male,South,Organic Search,180
C103776,2024-01-08,34,Female,North,Paid Ads,650
C103777,2025-01-25,36,Female,East,Social Media,420
C103778,2023-12-08,33,Male,West,Organic Search,180
C103779,2026-05-27,65,Male,North,Organic Search,180
C103780,2024-01-20,48,Male,West,Referral,90
C103781,2024-11-02,65,Male,East,Social Media,420
C103782,2023-06-08,69,Female,East,Social Media,420
C103783,2026-03-15,51,Male,North,Organic Search,180
C103784,2026-03-18,60,Female,Central,Social Media,420
C103785,2025-10-17,23,Male,East,Social Media,420
C103786,2024-03-28,67,Female,South,Paid Ads,650
C103787,2023-03-17,43,Female,Central,Direct,60
C103788,2025-07-03,55,Female,West,Organic Search,180
C103789,2024-07-05,30,Female,West,Paid Ads,650
C103790,2026-06-27,22,Male,West,Email Marketing,140
C103791,2025-06-17,64,Female,North,Organic Search,180
C103792,2024-11-23,41,Female,West,Direct,60
C103793,2026-06-22,25,Male,South,Paid Ads,650
C103794,2025-10-26,52,Other,Central,Organic Search,180
C103795,2024-08-12,20,Male,South,Organic Search,180
C103796,2023-01-25,41,Female,North,Paid Ads,650
C103797,2023-04-30,54,Male,South,Email Marketing,140
C103798,2024-07-24,55,Female,West,Direct,60
C103799,2024-12-23,41,Male,East,Social Media,420
C103800,2023-02-08,37,Male,West,Organic Search,180
C103801,2023-06-12,61,Male,North,Paid Ads,650
C103802,2025-06-24,27,Other,North,Paid Ads,650
C103803,2025-08-24,21,Male,East,Organic Search,180
C103804,2023-02-08,26,Female,South,Organic Search,180
C103805,2024-10-14,59,Female,West,Paid Ads,650
C103806,2023-04-15,42,Female,Central,Paid Ads,650
C103807,2025-07-19,19,Male,East,Referral,90
C103808,2025-12-08,26,Female,South,Paid Ads,650
C103809,2026-01-22,19,Female,East,Organic Search,180
C103810,2025-02-08,60,Male,Central,Organic Search,180
C103811,2025-03-19,41,Male,West,Referral,90
C103812,2026-04-06,21,Female,West,Social Media,420
C103813,2025-02-26,29,Male,South,Organic Search,180
C103814,2024-07-27,50,Male,West,Email Marketing,140
C103815,2025-08-28,48,Male,North,Social Media,420
C103816,2025-01-29,60,Female,West,Organic Search,180
C103817,2025-12-19,19,Female,Central,Paid Ads,650
C103818,2024-11-05,21,Female,Central,Direct,60
C103819,2026-01-22,19,Female,North,Paid Ads,650
C103820,2023-02-27,38,Male,West,Organic Search,180
C103821,2023-02-16,55,Male,North,Social Media,420
C103822,2023-05-08,52,Male,East,Organic Search,180
C103823,2024-12-16,28,Male,West,Referral,90
C103824,2025-06-30,52,Male,East,Referral,90
C103825,2023-10-06,52,Female,South,Email Marketing,140
C103826,2023-07-20,27,Male,West,Social Media,420
C103827,2026-01-11,56,Male,West,Referral,90
C103828,2025-08-23,39,Male,East,Paid Ads,650
C103829,2025-04-13,21,Male,East,Email Marketing,140
C103830,2024-09-20,38,Male,West,Organic Search,180
C103831,2024-06-24,58,Male,South,Organic Search,180
C103832,2023-01-27,54,Male,North,Direct,60
C103833,2023-08-30,31,Female,East,Direct,60
C103834,2026-02-27,57,Female,West,Social Media,420
C103835,2024-03-11,38,Female,South,Paid Ads,650
C103836,2025-06-25,41,Female,North,Organic Search,180
C103837,2025-06-24,22,Female,Central,Social Media,420
C103838,2024-02-02,69,Female,Central,Organic Search,180
C103839,2023-09-20,61,Female,East,Paid Ads,650
C103840,2025-06-08,28,Female,West,Paid Ads,650
C103841,2023-05-01,47,Male,Central,Email Marketing,140
C103842,2024-09-28,58,Male,East,Direct,60
C103843,2026-02-16,44,Male,South,Direct,60
C103844,2025-07-03,28,Male,East,Referral,90
C103845,2025-09-09,68,Female,Central,Paid Ads,650
C103846,2023-04-18,31,Male,West,Organic Search,180
C103847,2023-09-14,35,Female,North,Paid Ads,650
C103848,2023-12-20,37,Female,Central,Paid Ads,650
C103849,2024-01-11,64,Female,West,Social Media,420
C103850,2023-09-07,44,Male,South,Paid Ads,650
C103851,2026-06-04,55,Male,Central,Email Marketing,140
C103852,2023-08-01,64,Male,West,Paid Ads,650
C103853,2025-06-29,66,Other,West,Paid Ads,650
C103854,2025-01-24,62,Female,Central,Referral,90
C103855,2025-02-24,65,Female,North,Social Media,420
C103856,2023-10-04,67,Female,West,Organic Search,180
C103857,2024-01-31,69,Female,South,Social Media,420
C103858,2025-02-18,51,Female,Central,Social Media,420
C103859,2024-01-20,24,Male,Central,Organic Search,180
C103860,2025-06-11,23,Male,West,Paid Ads,650
C103861,2023-02-20,59,Male,West,Email Marketing,140
C103862,2023-04-04,34,Female,West,Organic Search,180
C103863,2025-07-25,59,Female,South,Paid Ads,650
C103864,2025-03-04,66,Female,South,Organic Search,180
C103865,2023-02-25,51,Female,North,Social Media,420
C103866,2026-03-02,57,Female,West,Direct,60
C103867,2023-01-07,32,Male,East,Paid Ads,650
C103868,2026-05-13,40,Male,East,Email Marketing,140
C103869,2025-07-27,68,Female,South,Email Marketing,140
C103870,2026-06-24,60,Female,East,Organic Search,180
C103871,2026-05-05,28,Female,South,Referral,90
C103872,2024-02-07,66,Male,Central,Direct,60
C103873,2025-08-30,43,Other,Central,Direct,60
C103874,2023-09-29,61,Female,East,Social Media,420
C103875,2024-08-29,45,Female,West,Organic Search,180
C103876,2023-11-05,49,Male,North,Organic Search,180
C103877,2024-09-17,26,Female,North,Organic Search,180
C103878,2026-01-26,35,Female,East,Social Media,420
C103879,2024-07-14,55,Female,West,Paid Ads,650
C103880,2023-04-29,61,Female,North,Referral,90
C103881,2024-02-22,22,Female,North,Referral,90
C103882,2025-10-08,21,Female,East,Organic Search,180
C103883,2024-11-01,54,Female,North,Email Marketing,140
C103884,2024-12-21,41,Male,South,Organic Search,180
C103885,2024-07-08,62,Male,East,Organic Search,180
C103886,2024-01-12,21,Male,Central,Email Marketing,140
C103887,2025-02-08,36,Female,South,Organic Search,180
C103888,2025-03-25,19,Male,North,Organic Search,180
C103889,2026-02-28,54,Male,North,Direct,60
C103890,2025-03-05,62,Female,North,Email Marketing,140
C103891,2026-07-03,26,Female,West,Email Marketing,140
C103892,2025-11-28,34,Male,South,Organic Search,180
C103893,2023-04-12,61,Male,North,Organic Search,180
C103894,2024-05-19,20,Female,Central,Organic Search,180
C103895,2024-05-09,67,Male,West,Organic Search,180
C103896,2023-01-04,64,Male,North,Direct,60
C103897,2023-08-21,25,Male,South,Organic Search,180
C103898,2025-09-07,25,Male,West,Referral,90
C103899,2024-03-28,53,Female,West,Organic Search,180
C103900,2023-07-10,18,Male,Central,Social Media,420
C103901,2024-01-05,44,Female,North,Organic Search,180
C103902,2023-12-20,21,Male,West,Organic Search,180
C103903,2023-08-13,45,Male,North,Organic Search,180
C103904,2023-05-11,36,Male,South,Direct,60
C103905,2025-09-09,54,Female,West,Social Media,420
C103906,2025-11-26,63,Male,West,Social Media,420
C103907,2024-09-30,43,Male,North,Paid Ads,650
C103908,2025-03-02,51,Male,North,Referral,90
C103909,2026-03-28,49,Female,West,Referral,90
C103910,2025-12-19,69,Male,North,Paid Ads,650
C103911,2023-02-11,30,Female,South,Referral,90
C103912,2026-05-10,30,Female,North,Email Marketing,140
C103913,2023-03-28,37,Female,North,Direct,60
C103914,2023-02-04,56,Female,West,Direct,60
C103915,2024-06-02,62,Male,North,Paid Ads,650
C103916,2025-08-17,32,Female,East,Organic Search,180
C103917,2023-04-14,23,Female,West,Organic Search,180
C103918,2024-01-12,49,Male,North,Organic Search,180
C103919,2023-12-04,49,Female,East,Paid Ads,650
C103920,2024-05-26,37,Male,South,Paid Ads,650
C103921,2026-06-22,27,Female,West,Social Media,420
C103922,2024-03-02,62,Female,West,Social Media,420
C103923,2023-09-26,62,Female,West,Social Media,420
C103924,2023-06-07,56,Male,South,Direct,60
C103925,2023-09-12,48,Female,West,Organic Search,180
C103926,2023-06-21,31,Female,East,Organic Search,180
C103927,2025-01-07,38,Male,South,Social Media,420
C103928,2024-06-24,21,Female,North,Social Media,420
C103929,2024-10-02,30,Female,North,Paid Ads,650
C103930,2025-12-06,41,Female,South,Email Marketing,140
C103931,2025-01-16,40,Other,South,Organic Search,180
C103932,2023-07-19,22,Male,Central,Social Media,420
C103933,2024-04-29,67,Male,Central,Direct,60
C103934,2024-02-06,31,Male,North,Paid Ads,650
C103935,2025-11-29,44,Male,Central,Social Media,420
C103936,2024-01-30,42,Male,West,Organic Search,180
C103937,2023-06-28,42,Female,East,Paid Ads,650
C103938,2025-08-04,61,Male,Central,Organic Search,180
C103939,2024-07-04,56,Female,West,Social Media,420
C103940,2023-05-04,63,Male,East,Social Media,420
C103941,2025-06-06,37,Male,North,Direct,60
C103942,2023-09-28,31,Female,South,Social Media,420
C103943,2026-01-21,40,Female,Central,Organic Search,180
C103944,2025-12-06,47,Male,North,Email Marketing,140
C103945,2024-04-20,35,Female,North,Paid Ads,650
C103946,2024-12-15,41,Female,South,Referral,90
C103947,2024-12-31,25,Male,East,Organic Search,180
C103948,2025-04-20,48,Female,South,Referral,90
C103949,2023-03-30,55,Female,Central,Direct,60
C103950,2024-02-22,45,Male,South,Organic Search,180
C103951,2023-08-08,63,Female,Central,Social Media,420
C103952,2025-06-15,69,Female,East,Social Media,420
C103953,2023-03-30,65,Male,East,Paid Ads,650
C103954,2024-10-26,22,Female,North,Paid Ads,650
C103955,2025-07-25,63,Male,South,Social Media,420
C103956,2026-05-04,35,Male,Central,Paid Ads,650
C103957,2024-01-06,41,Male,West,Organic Search,180
C103958,2023-01-11,39,Male,South,Referral,90
C103959,2025-07-19,32,Male,Central,Social Media,420
C103960,2023-01-02,63,Male,West,Organic Search,180
C103961,2023-03-27,51,Female,North,Direct,60
C103962,2026-06-27,68,Male,East,Email Marketing,140
C103963,2026-01-14,67,Male,West,Direct,60
C103964,2025-06-28,39,Female,West,Social Media,420
C103965,2025-12-10,55,Male,North,Organic Search,180
C103966,2023-04-07,44,Female,North,Organic Search,180
C103967,2023-04-25,43,Female,South,Direct,60
C103968,2024-01-22,56,Male,South,Email Marketing,140
C103969,2023-01-31,53,Male,North,Referral,90
C103970,2026-02-16,65,Female,East,Social Media,420
C103971,2023-03-14,58,Male,East,Paid Ads,650
C103972,2024-11-30,50,Female,North,Referral,90
C103973,2026-01-02,65,Female,East,Organic Search,180
C103974,2025-08-03,23,Female,North,Social Media,420
C103975,2023-10-29,57,Male,South,Social Media,420
C103976,2024-08-27,38,Female,West,Referral,90
C103977,2024-12-06,40,Male,Central,Paid Ads,650
C103978,2025-09-14,58,Female,South,Referral,90
C103979,2024-07-02,32,Female,Central,Organic Search,180
C103980,2024-01-02,63,Male,Central,Organic Search,180
C103981,2025-10-20,43,Male,East,Organic Search,180
C103982,2026-02-14,36,Male,Central,Paid Ads,650
C103983,2024-09-20,35,Female,South,Paid Ads,650
C103984,2023-02-06,39,Male,North,Paid Ads,650
C103985,2024-10-05,67,Female,West,Paid Ads,650
C103986,2026-02-17,23,Female,East,Paid Ads,650
C103987,2026-06-25,44,Male,South,Paid Ads,650
C103988,2024-05-30,61,Female,North,Referral,90
C103989,2023-07-13,42,Male,North,Organic Search,180
C103990,2025-01-05,47,Male,North,Paid Ads,650
C103991,2025-12-04,36,Female,North,Organic Search,180
C103992,2026-04-30,25,Male,Central,Organic Search,180
C103993,2023-03-08,51,Female,South,Social Media,420
C103994,2024-01-09,65,Other,West,Email Marketing,140
C103995,2024-09-06,45,Male,North,Paid Ads,650
C103996,2023-05-07,40,Female,South,Paid Ads,650
C103997,2026-02-13,24,Male,Central,Organic Search,180
C103998,2023-05-25,67,Female,North,Organic Search,180
C103999,2025-05-05,63,Other,South,Email Marketing,140
C104000,2026-03-27,64,Female,West,Social Media,420
C104001,2025-05-31,36,Female,North,Referral,90
C104002,2025-09-08,50,Male,North,Email Marketing,140
C104003,2023-12-05,40,Female,Central,Social Media,420
C104004,2025-11-30,30,Male,South,Organic Search,180
C104005,2024-06-22,28,Female,East,Referral,90
C104006,2023-03-20,37,Male,North,Referral,90
C104007,2024-04-16,46,Male,North,Paid Ads,650
C104008,2024-03-25,24,Male,South,Social Media,420
C104009,2024-11-01,54,Male,West,Paid Ads,650
C104010,2023-12-07,41,Male,South,Paid Ads,650
C104011,2024-08-17,63,Male,Central,Social Media,420
C104012,2024-07-04,32,Female,West,Organic Search,180
C104013,2024-02-25,20,Female,East,Paid Ads,650
C104014,2025-06-14,34,Male,South,Paid Ads,650
C104015,2024-01-28,68,Female,East,Social Media,420
C104016,2025-09-11,34,Male,West,Email Marketing,140
C104017,2023-11-19,54,Female,North,Social Media,420
C104018,2026-01-17,61,Male,Central,Referral,90
C104019,2024-04-14,32,Female,East,Paid Ads,650
C104020,2023-02-22,51,Male,Central,Social Media,420
C104021,2023-07-12,28,Male,Central,Organic Search,180
C104022,2025-11-02,36,Female,North,Paid Ads,650
C104023,2026-01-26,33,Female,South,Referral,90
C104024,2023-09-30,52,Female,East,Organic Search,180
C104025,2025-02-13,63,Male,East,Email Marketing,140
C104026,2025-01-08,31,Female,West,Paid Ads,650
C104027,2023-06-22,33,Female,North,Social Media,420
C104028,2024-08-04,60,Male,East,Paid Ads,650
C104029,2025-06-11,42,Male,Central,Referral,90
C104030,2026-05-28,44,Male,Central,Social Media,420
C104031,2025-12-26,54,Male,North,Organic Search,180
C104032,2023-05-06,25,Male,Central,Direct,60
C104033,2023-11-02,63,Male,North,Social Media,420
C104034,2024-07-15,36,Female,East,Paid Ads,650
C104035,2023-07-13,52,Female,South,Social Media,420
C104036,2025-01-03,40,Female,East,Organic Search,180
C104037,2023-01-12,57,Female,North,Referral,90
C104038,2023-05-26,49,Male,North,Paid Ads,650
C104039,2023-03-02,27,Female,South,Email Marketing,140
C104040,2024-01-15,27,Female,Central,Organic Search,180
C104041,2025-09-07,63,Female,East,Referral,90
C104042,2023-08-16,45,Male,West,Email Marketing,140
C104043,2026-06-23,32,Female,West,Direct,60
C104044,2023-12-13,25,Female,South,Referral,90
C104045,2023-02-27,24,Female,North,Referral,90
C104046,2024-03-07,65,Female,North,Social Media,420
C104047,2025-08-20,68,Female,South,Organic Search,180
C104048,2023-05-18,38,Female,Central,Social Media,420
C104049,2023-04-03,28,Female,South,Social Media,420
C104050,2025-12-28,39,Other,West,Organic Search,180
C104051,2025-01-31,25,Female,West,Referral,90
C104052,2024-03-17,46,Male,Central,Organic Search,180
C104053,2025-08-30,50,Female,South,Social Media,420
C104054,2025-12-21,69,Male,Central,Paid Ads,650
C104055,2024-04-06,34,Male,East,Email Marketing,140
C104056,2024-12-22,28,Male,East,Organic Search,180
C104057,2023-01-15,24,Female,West,Organic Search,180
C104058,2024-01-29,37,Male,North,Social Media,420
C104059,2025-02-04,49,Male,West,Paid Ads,650
C104060,2023-09-11,21,Male,East,Organic Search,180
C104061,2026-06-28,57,Female,West,Social Media,420
C104062,2026-06-02,41,Female,Central,Email Marketing,140
C104063,2023-11-28,59,Other,East,Referral,90
C104064,2024-05-24,42,Male,North,Organic Search,180
C104065,2023-09-01,26,Male,South,Organic Search,180
C104066,2024-10-10,19,Female,Central,Social Media,420
C104067,2023-06-09,46,Male,East,Social Media,420
C104068,2024-05-17,46,Other,Central,Direct,60
C104069,2024-12-15,60,Female,South,Organic Search,180
C104070,2025-02-25,63,Female,East,Social Media,420
C104071,2025-02-06,26,Male,Central,Direct,60
C104072,2023-10-12,34,Male,West,Organic Search,180
C104073,2025-10-15,28,Female,South,Direct,60
C104074,2025-06-08,23,Male,North,Paid Ads,650
C104075,2025-08-26,18,Female,Central,Referral,90
C104076,2024-08-24,22,Female,West,Paid Ads,650
C104077,2026-02-21,45,Male,South,Email Marketing,140
C104078,2024-05-16,25,Male,East,Email Marketing,140
C104079,2025-11-02,28,Female,North,Organic Search,180
C104080,2023-09-19,24,Male,South,Referral,90
C104081,2023-11-14,55,Female,North,Organic Search,180
C104082,2024-11-08,51,Female,North,Organic Search,180
C104083,2024-12-15,68,Female,West,Social Media,420
C104084,2025-08-17,23,Male,South,Social Media,420
C104085,2024-01-18,28,Male,West,Paid Ads,650
C104086,2026-01-27,41,Female,East,Organic Search,180
C104087,2024-02-29,51,Female,North,Organic Search,180
C104088,2024-11-17,24,Female,South,Organic Search,180
C104089,2026-04-13,29,Female,North,Organic Search,180
C104090,2024-11-24,39,Female,West,Organic Search,180
C104091,2025-05-26,18,Male,Central,Email Marketing,140
C104092,2026-03-14,38,Male,West,Paid Ads,650
C104093,2026-06-07,57,Female,West,Email Marketing,140
C104094,2024-10-04,45,Male,Central,Organic Search,180
C104095,2024-06-20,40,Female,West,Paid Ads,650
C104096,2023-09-11,43,Male,East,Organic Search,180
C104097,2024-11-22,67,Male,West,Organic Search,180
C104098,2026-03-26,45,Male,South,Social Media,420
C104099,2024-09-18,45,Female,North,Paid Ads,650
C104100,2024-03-24,66,Female,West,Paid Ads,650
C104101,2023-05-18,26,Male,West,Paid Ads,650
C104102,2024-05-16,22,Male,North,Referral,90
C104103,2023-11-01,41,Male,Central,Paid Ads,650
C104104,2026-06-10,34,Male,North,Organic Search,180
C104105,2024-11-09,28,Female,West,Organic Search,180
C104106,2023-06-26,24,Male,Central,Social Media,420
C104107,2023-03-28,63,Male,South,Direct,60
C104108,2025-12-30,49,Male,Central,Organic Search,180
C104109,2026-04-12,53,Female,West,Paid Ads,650
C104110,2025-09-08,24,Female,West,Paid Ads,650
C104111,2023-06-09,35,Female,Central,Direct,60
C104112,2023-05-07,50,Female,East,Organic Search,180
C104113,2023-09-12,45,Other,East,Referral,90
C104114,2025-08-23,54,Female,West,Referral,90
C104115,2025-09-11,52,Female,South,Paid Ads,650
C104116,2025-12-13,39,Female,South,Referral,90
C104117,2023-05-05,58,Male,North,Social Media,420
C104118,2023-07-17,31,Female,South,Organic Search,180
C104119,2026-03-03,22,Female,West,Paid Ads,650
C104120,2026-04-09,65,Female,Central,Paid Ads,650
C104121,2025-07-22,19,Male,Central,Paid Ads,650
C104122,2023-05-17,32,Male,North,Referral,90
C104123,2023-03-30,23,Female,East,Social Media,420
C104124,2023-03-13,30,Male,East,Email Marketing,140
C104125,2025-06-08,38,Male,North,Social Media,420
C104126,2025-12-23,24,Male,East,Paid Ads,650
C104127,2025-03-23,42,Female,South,Organic Search,180
C104128,2023-12-04,66,Female,Central,Referral,90
C104129,2025-08-31,25,Female,South,Organic Search,180
C104130,2023-03-18,66,Female,West,Paid Ads,650
C104131,2025-12-01,39,Male,Central,Social Media,420
C104132,2026-02-20,48,Male,West,Referral,90
C104133,2025-07-12,40,Male,North,Organic Search,180
C104134,2026-02-04,34,Male,South,Social Media,420
C104135,2025-01-23,23,Female,Central,Organic Search,180
C104136,2024-08-25,48,Male,North,Referral,90
C104137,2024-02-19,65,Male,North,Referral,90
C104138,2026-03-31,45,Female,Central,Referral,90
C104139,2025-06-15,49,Female,West,Organic Search,180
C104140,2023-09-02,51,Male,West,Social Media,420
C104141,2026-05-15,38,Female,North,Organic Search,180
C104142,2023-03-18,24,Female,East,Paid Ads,650
C104143,2025-01-25,44,Female,West,Direct,60
C104144,2023-09-03,63,Female,South,Organic Search,180
C104145,2025-05-04,34,Male,North,Social Media,420
C104146,2024-06-14,63,Male,North,Organic Search,180
C104147,2024-07-16,62,Male,East,Social Media,420
C104148,2025-05-13,30,Female,South,Social Media,420
C104149,2025-08-30,47,Female,Central,Paid Ads,650
C104150,2024-05-03,56,Female,South,Social Media,420
C104151,2026-07-07,43,Female,North,Direct,60
C104152,2024-10-03,54,Male,Central,Email Marketing,140
C104153,2023-07-26,65,Male,Central,Direct,60
C104154,2023-01-09,50,Male,West,Organic Search,180
C104155,2023-09-18,61,Male,Central,Direct,60
