interaction_id,customer_id,interaction_date,channel,type,satisfaction_score
S016558,C104894,2026-03-25,Email,Complaint,4
S016559,C104894,2026-05-06,Email,Complaint,2
S016560,C104894,2026-05-14,Social Media,Complaint,2
S016561,C104894,2026-05-16,Phone,Complaint,2
S016562,C104894,2025-04-12,Chat,Query,3
S016563,C104894,2025-05-05,Email,Feedback,2
S016564,C104895,2026-02-28,Social Media,Query,3
S016565,C104895,2025-12-05,Email,Feedback,2
S016566,C104896,2024-07-31,Email,Query,2
S016567,C104896,2025-03-11,Phone,Feedback,1
S016568,C104896,2025-04-23,Email,Query,1
S016569,C104896,2025-05-28,Phone,Complaint,3
S016570,C104896,2025-10-05,Chat,Feedback,2
S016571,C104896,2026-03-12,Email,Complaint,2
S016572,C104897,2023-04-19,Email,Complaint,3
S016573,C104897,2023-09-14,Chat,Complaint,2
S016574,C104897,2023-09-29,Phone,Feedback,3
S016575,C104897,2024-11-04,Social Media,Feedback,1
S016576,C104897,2026-03-20,Phone,Complaint,2
S016577,C104897,2024-12-10,Social Media,Query,2
S016578,C104897,2024-03-06,Email,Feedback,3
S016579,C104898,2024-10-01,Phone,Refund Request,3
S016580,C104898,2024-11-05,Chat,Refund Request,2
S016581,C104898,2025-03-11,Email,Refund Request,1
S016582,C104898,2026-04-04,Chat,Complaint,3
S016583,C104898,2025-10-07,Email,Query,3
S016584,C104898,2026-03-07,Chat,Complaint,1
S016585,C104899,2023-03-23,Phone,Complaint,1
S016586,C104899,2023-04-24,Phone,Refund Request,1
S016587,C104899,2023-05-22,Social Media,Refund Request,2
S016588,C104899,2024-06-07,Chat,Query,1
S016589,C104899,2024-09-26,Chat,Query,4
S016590,C104899,2025-09-21,Email,Query,2
S016591,C104899,2026-02-28,Phone,Query,3
S016592,C104900,2025-08-14,Chat,Complaint,3
S016593,C104900,2026-02-05,Phone,Feedback,3
S016594,C104900,2026-02-02,Phone,Feedback,1
S016595,C104901,2025-05-23,Phone,Query,1
S016596,C104901,2025-08-01,Email,Complaint,1
S016597,C104901,2026-02-22,Phone,Feedback,3
S016598,C104902,2025-09-04,Chat,Complaint,2
S016599,C104902,2025-12-01,Email,Query,1
S016600,C104902,2025-07-03,Social Media,Feedback,1
S016601,C104903,2025-04-09,Phone,Feedback,2
S016602,C104905,2025-06-08,Social Media,Refund Request,3
S016603,C104905,2025-08-20,Email,Feedback,3
S016604,C104906,2024-04-25,Chat,Complaint,1
S016605,C104906,2023-12-31,Phone,Feedback,2
S016606,C104906,2024-10-30,Email,Feedback,1
S016607,C104907,2024-11-22,Phone,Query,1
S016608,C104908,2024-04-20,Email,Feedback,2
S016609,C104908,2024-06-22,Phone,Complaint,3
S016610,C104908,2024-07-03,Phone,Query,3
S016611,C104908,2024-08-05,Chat,Query,3
S016612,C104908,2024-08-18,Social Media,Query,2
S016613,C104908,2024-12-28,Phone,Query,3
S016614,C104908,2025-01-15,Phone,Complaint,3
S016615,C104908,2026-02-28,Social Media,Refund Request,2
S016616,C104908,2026-04-18,Email,Complaint,2
S016617,C104910,2025-10-18,Phone,Complaint,1
S016618,C104911,2024-03-09,Social Media,Feedback,1
S016619,C104911,2026-01-15,Social Media,Complaint,3
S016620,C104911,2024-11-17,Phone,Complaint,1
S016621,C104912,2025-10-07,Phone,Complaint,1
S016622,C104912,2026-05-24,Social Media,Complaint,2
S016623,C104912,2025-05-24,Phone,Complaint,4
S016624,C104913,2025-06-07,Email,Refund Request,2
S016625,C104913,2025-06-23,Chat,Query,1
S016626,C104913,2025-07-20,Chat,Refund Request,3
S016627,C104913,2025-08-30,Email,Query,2
S016628,C104913,2025-09-22,Phone,Refund Request,1
S016629,C104913,2026-02-02,Email,Complaint,2
S016630,C104913,2025-12-26,Email,Complaint,2
S016631,C104913,2025-11-18,Social Media,Complaint,4
S016632,C104915,2023-09-19,Social Media,Feedback,3
S016633,C104915,2024-01-09,Chat,Refund Request,2
S016634,C104915,2024-05-08,Email,Complaint,2
S016635,C104915,2024-12-09,Phone,Query,3
S016636,C104915,2025-06-02,Chat,Query,2
S016637,C104915,2026-08-05,Chat,Feedback,4
S016638,C104916,2026-02-16,Email,Complaint,3
S016639,C104918,2026-08-08,Social Media,Refund Request,3
S016640,C104918,2026-06-13,Chat,Complaint,2
S016641,C104918,2026-06-30,Chat,Complaint,1
S016642,C104918,2026-06-24,Email,Query,2
S016643,C104918,2026-06-10,Phone,Query,2
S016644,C104918,2026-06-11,Email,Feedback,2
S016645,C104918,2026-06-18,Email,Query,1
S016646,C104921,2025-10-11,Email,Complaint,3
S016647,C104923,2024-09-27,Social Media,Refund Request,2
S016648,C104923,2024-11-24,Chat,Complaint,2
S016649,C104923,2025-01-02,Phone,Feedback,3
S016650,C104923,2025-01-29,Social Media,Query,3
S016651,C104923,2025-03-28,Social Media,Query,4
S016652,C104923,2025-08-07,Social Media,Query,2
S016653,C104923,2025-08-30,Chat,Query,2
S016654,C104923,2025-09-15,Phone,Query,1
S016655,C104923,2025-11-10,Chat,Refund Request,2
S016656,C104923,2024-10-19,Phone,Feedback,2
S016657,C104923,2025-09-01,Email,Query,4
S016658,C104924,2024-03-25,Email,Refund Request,2
S016659,C104924,2024-07-04,Social Media,Feedback,2
S016660,C104924,2025-04-09,Phone,Complaint,2
S016661,C104924,2025-04-28,Chat,Feedback,2
S016662,C104924,2025-06-04,Phone,Query,2
S016663,C104924,2025-06-20,Email,Complaint,2
S016664,C104924,2025-08-10,Email,Feedback,4
S016665,C104924,2025-08-15,Chat,Feedback,2
S016666,C104924,2026-04-21,Email,Refund Request,1
S016667,C104924,2024-04-29,Email,Complaint,1
S016668,C104925,2024-04-16,Email,Query,1
S016669,C104925,2024-08-08,Chat,Refund Request,5
S016670,C104925,2025-06-01,Social Media,Complaint,2
S016671,C104925,2025-10-09,Phone,Complaint,2
S016672,C104926,2026-03-23,Social Media,Query,1
S016673,C104927,2026-01-06,Phone,Feedback,2
S016674,C104927,2026-08-09,Social Media,Feedback,5
S016675,C104928,2025-04-19,Chat,Complaint,2
S016676,C104928,2025-07-17,Social Media,Refund Request,4
S016677,C104928,2025-10-04,Social Media,Refund Request,3
S016678,C104928,2025-12-22,Social Media,Feedback,3
S016679,C104928,2026-02-10,Phone,Refund Request,3
S016680,C104928,2025-03-02,Email,Feedback,3
S016681,C104929,2026-05-08,Chat,Feedback,4
S016682,C104929,2026-04-26,Social Media,Feedback,3
S016683,C104930,2023-06-23,Social Media,Complaint,2
S016684,C104930,2023-08-16,Social Media,Feedback,1
S016685,C104930,2023-11-30,Phone,Complaint,4
S016686,C104930,2025-01-07,Chat,Complaint,1
S016687,C104930,2025-02-10,Phone,Feedback,1
S016688,C104930,2025-06-09,Chat,Complaint,2
S016689,C104930,2026-03-17,Phone,Query,2
S016690,C104930,2026-03-26,Social Media,Refund Request,1
S016691,C104930,2026-06-02,Chat,Query,3
S016692,C104930,2026-08-05,Chat,Query,2
S016693,C104930,2025-01-28,Social Media,Query,3
S016694,C104930,2026-02-25,Email,Feedback,1
S016695,C104931,2024-06-27,Chat,Query,2
S016696,C104931,2024-10-29,Chat,Refund Request,3
S016697,C104931,2025-11-25,Phone,Complaint,2
S016698,C104931,2026-02-26,Chat,Feedback,1
S016699,C104931,2026-03-31,Social Media,Query,1
S016700,C104931,2024-05-30,Chat,Feedback,1
S016701,C104931,2024-01-14,Chat,Complaint,2
S016702,C104932,2026-06-12,Social Media,Complaint,1
S016703,C104932,2026-04-01,Phone,Query,1
S016704,C104933,2024-08-17,Phone,Complaint,3
S016705,C104933,2026-03-27,Phone,Feedback,5
S016706,C104933,2026-05-04,Email,Refund Request,2
S016707,C104933,2024-10-23,Email,Query,1
S016708,C104933,2026-02-26,Phone,Feedback,1
S016709,C104933,2025-07-30,Phone,Feedback,2
S016710,C104935,2025-09-07,Email,Refund Request,2
S016711,C104935,2025-12-12,Social Media,Query,1
S016712,C104935,2025-08-28,Email,Complaint,1
S016713,C104936,2023-09-26,Email,Refund Request,4
S016714,C104936,2023-12-08,Phone,Query,4
S016715,C104936,2023-12-15,Chat,Feedback,1
S016716,C104936,2024-09-13,Phone,Feedback,1
S016717,C104936,2025-02-23,Chat,Complaint,3
S016718,C104936,2025-07-22,Chat,Complaint,3
S016719,C104936,2026-05-19,Social Media,Refund Request,3
S016720,C104936,2023-10-22,Social Media,Complaint,1
S016721,C104937,2026-05-10,Email,Refund Request,2
S016722,C104937,2026-05-27,Email,Complaint,1
S016723,C104937,2026-06-09,Phone,Feedback,3
S016724,C104937,2026-04-07,Email,Feedback,2
S016725,C104938,2026-01-23,Chat,Refund Request,3
S016726,C104938,2026-04-22,Social Media,Query,3
S016727,C104939,2025-06-16,Phone,Feedback,3
S016728,C104939,2025-11-20,Chat,Feedback,4
S016729,C104939,2026-02-24,Social Media,Feedback,3
S016730,C104939,2026-03-19,Email,Refund Request,2
S016731,C104940,2024-07-11,Social Media,Refund Request,2
S016732,C104940,2026-02-15,Chat,Query,1
S016733,C104941,2026-04-06,Phone,Complaint,1
S016734,C104942,2026-08-07,Social Media,Query,1
S016735,C104943,2025-08-27,Social Media,Query,2
S016736,C104943,2026-05-16,Phone,Complaint,1
S016737,C104944,2026-02-27,Phone,Complaint,2
S016738,C104944,2025-02-08,Email,Query,2
S016739,C104945,2023-12-28,Chat,Refund Request,1
S016740,C104945,2024-02-29,Chat,Refund Request,2
S016741,C104945,2024-05-09,Chat,Complaint,2
S016742,C104945,2024-07-14,Phone,Feedback,1
S016743,C104945,2024-10-08,Social Media,Feedback,2
S016744,C104945,2024-10-16,Social Media,Refund Request,1
S016745,C104945,2024-12-18,Phone,Refund Request,1
S016746,C104945,2025-03-14,Email,Complaint,2
S016747,C104945,2025-03-20,Phone,Feedback,2
S016748,C104945,2025-04-18,Chat,Refund Request,1
S016749,C104945,2025-05-03,Phone,Complaint,3
S016750,C104945,2025-06-29,Chat,Query,1
S016751,C104945,2025-10-11,Phone,Complaint,2
S016752,C104945,2026-02-17,Phone,Feedback,3
S016753,C104945,2026-03-15,Email,Complaint,2
S016754,C104945,2026-07-13,Email,Feedback,1
S016755,C104945,2026-07-23,Social Media,Complaint,3
S016756,C104945,2026-08-02,Email,Query,2
S016757,C104945,2024-03-22,Phone,Complaint,2
S016758,C104945,2026-06-14,Chat,Query,5
S016759,C104946,2024-11-19,Email,Complaint,2
S016760,C104946,2025-03-29,Chat,Feedback,2
S016761,C104946,2026-04-21,Phone,Complaint,2
S016762,C104946,2026-08-08,Chat,Complaint,3
S016763,C104946,2025-12-30,Social Media,Complaint,2
S016764,C104947,2024-06-22,Email,Complaint,1
S016765,C104947,2024-10-28,Email,Feedback,3
S016766,C104948,2026-03-17,Chat,Query,4
S016767,C104948,2025-12-09,Phone,Complaint,2
S016768,C104948,2025-11-12,Email,Feedback,4
S016769,C104949,2023-06-02,Social Media,Refund Request,1
S016770,C104949,2024-04-30,Social Media,Complaint,1
S016771,C104949,2024-08-26,Phone,Feedback,1
S016772,C104949,2025-03-13,Email,Complaint,2
S016773,C104950,2023-11-24,Social Media,Complaint,4
S016774,C104950,2024-12-01,Social Media,Refund Request,3
S016775,C104950,2025-06-17,Chat,Complaint,3
S016776,C104950,2026-06-27,Phone,Complaint,2
S016777,C104952,2024-06-15,Phone,Refund Request,4
S016778,C104952,2024-06-16,Email,Refund Request,1
S016779,C104952,2026-05-31,Chat,Refund Request,3
S016780,C104952,2026-01-04,Chat,Query,2
S016781,C104953,2025-05-02,Chat,Feedback,3
S016782,C104953,2026-01-17,Phone,Feedback,1
S016783,C104953,2026-03-16,Social Media,Feedback,3
S016784,C104953,2024-10-03,Phone,Query,1
S016785,C104953,2025-10-10,Social Media,Query,3
S016786,C104954,2025-04-03,Email,Refund Request,3
S016787,C104954,2025-05-02,Email,Complaint,3
S016788,C104954,2026-05-29,Chat,Query,3
S016789,C104955,2024-11-15,Phone,Feedback,3
S016790,C104955,2025-10-21,Email,Feedback,3
S016791,C104955,2025-07-19,Chat,Feedback,1
S016792,C104956,2025-12-17,Social Media,Refund Request,4
S016793,C104956,2026-01-26,Chat,Feedback,3
S016794,C104957,2025-12-21,Chat,Query,4
S016795,C104959,2023-10-16,Social Media,Feedback,2
S016796,C104959,2024-07-10,Email,Refund Request,2
S016797,C104959,2024-06-04,Email,Complaint,2
S016798,C104960,2025-10-29,Social Media,Complaint,2
S016799,C104961,2025-07-08,Email,Refund Request,2
S016800,C104961,2025-11-02,Social Media,Complaint,4
S016801,C104961,2026-02-10,Email,Refund Request,4
S016802,C104961,2026-05-20,Chat,Refund Request,2
S016803,C104961,2026-05-18,Chat,Feedback,1
S016804,C104961,2025-08-18,Email,Feedback,2
S016805,C104962,2026-03-28,Email,Query,1
S016806,C104963,2025-10-10,Chat,Complaint,2
S016807,C104963,2026-04-09,Chat,Query,1
S016808,C104964,2025-03-22,Social Media,Feedback,3
S016809,C104964,2025-04-14,Social Media,Feedback,1
S016810,C104964,2025-09-02,Social Media,Query,4
S016811,C104965,2024-03-19,Chat,Complaint,2
S016812,C104965,2023-10-02,Phone,Query,4
S016813,C104965,2024-08-09,Chat,Feedback,1
S016814,C104966,2023-05-22,Social Media,Complaint,4
S016815,C104966,2025-05-14,Email,Refund Request,2
S016816,C104966,2025-07-22,Social Media,Complaint,1
S016817,C104966,2026-01-07,Email,Complaint,2
S016818,C104969,2024-07-26,Social Media,Refund Request,2
S016819,C104969,2024-06-08,Phone,Complaint,3
S016820,C104969,2024-10-22,Phone,Complaint,3
S016821,C104970,2025-09-28,Phone,Feedback,3
S016822,C104970,2026-03-14,Phone,Complaint,5
S016823,C104971,2024-06-18,Social Media,Refund Request,3
S016824,C104971,2024-07-19,Phone,Complaint,4
S016825,C104971,2024-11-03,Chat,Feedback,1
S016826,C104971,2025-02-09,Social Media,Complaint,3
S016827,C104971,2025-03-05,Social Media,Complaint,1
S016828,C104971,2025-03-13,Email,Refund Request,1
S016829,C104971,2025-06-19,Chat,Complaint,3
S016830,C104971,2025-10-03,Chat,Query,2
S016831,C104971,2026-03-06,Chat,Complaint,1
S016832,C104971,2026-03-18,Phone,Refund Request,1
S016833,C104971,2026-04-14,Phone,Query,3
S016834,C104971,2026-05-06,Social Media,Query,4
S016835,C104971,2026-07-30,Social Media,Complaint,1
S016836,C104971,2025-01-02,Chat,Feedback,3
S016837,C104971,2024-05-16,Email,Query,1
S016838,C104971,2025-03-09,Social Media,Feedback,3
S016839,C104971,2025-01-19,Email,Feedback,3
S016840,C104972,2024-03-08,Email,Complaint,3
S016841,C104972,2024-04-24,Phone,Feedback,1
S016842,C104972,2024-05-31,Chat,Feedback,2
S016843,C104972,2024-08-02,Chat,Complaint,3
S016844,C104972,2024-08-11,Chat,Complaint,2
S016845,C104972,2024-08-14,Social Media,Refund Request,2
S016846,C104972,2024-09-21,Email,Complaint,3
S016847,C104972,2024-11-20,Email,Complaint,3
S016848,C104972,2025-01-19,Chat,Refund Request,1
S016849,C104972,2025-02-03,Chat,Feedback,2
S016850,C104972,2025-03-24,Social Media,Complaint,3
S016851,C104972,2025-07-23,Email,Complaint,4
S016852,C104972,2025-10-20,Email,Complaint,2
S016853,C104972,2025-11-16,Email,Complaint,1
S016854,C104972,2025-11-30,Social Media,Query,3
S016855,C104972,2026-02-25,Phone,Complaint,2
S016856,C104972,2026-07-19,Social Media,Query,4
S016857,C104972,2025-09-14,Phone,Complaint,2
S016858,C104973,2024-07-25,Social Media,Feedback,3
S016859,C104973,2024-12-21,Social Media,Complaint,3
S016860,C104973,2025-05-28,Email,Feedback,3
S016861,C104973,2025-07-08,Social Media,Query,1
S016862,C104973,2025-09-03,Phone,Refund Request,3
S016863,C104973,2025-10-14,Chat,Feedback,4
S016864,C104973,2026-04-15,Social Media,Refund Request,2
S016865,C104973,2025-01-24,Phone,Complaint,3
S016866,C104974,2025-10-15,Social Media,Complaint,4
S016867,C104974,2024-03-12,Social Media,Complaint,2
S016868,C104975,2026-08-05,Email,Query,3
S016869,C104976,2024-11-28,Email,Complaint,2
S016870,C104976,2026-05-12,Social Media,Complaint,2
S016871,C104976,2026-06-22,Chat,Refund Request,2
S016872,C104976,2025-05-22,Email,Query,2
S016873,C104976,2026-04-08,Social Media,Query,1
S016874,C104976,2025-09-15,Email,Feedback,1
S016875,C104977,2024-08-05,Phone,Feedback,2
S016876,C104978,2025-04-03,Social Media,Refund Request,3
S016877,C104978,2025-05-19,Chat,Complaint,1
S016878,C104978,2025-07-21,Phone,Feedback,2
S016879,C104978,2025-08-31,Phone,Complaint,4
S016880,C104978,2026-03-31,Phone,Complaint,3
S016881,C104978,2026-06-09,Chat,Complaint,2
S016882,C104978,2025-08-31,Chat,Query,2
S016883,C104980,2025-02-06,Social Media,Complaint,1
S016884,C104980,2026-01-14,Phone,Feedback,2
S016885,C104980,2024-03-17,Email,Query,1
S016886,C104982,2024-11-22,Email,Refund Request,2
S016887,C104982,2024-11-19,Social Media,Query,2
S016888,C104983,2025-07-10,Chat,Complaint,2
S016889,C104984,2026-07-25,Email,Feedback,2
S016890,C104985,2025-01-20,Email,Feedback,2
S016891,C104985,2025-04-28,Chat,Complaint,1
S016892,C104985,2026-01-19,Phone,Feedback,3
S016893,C104986,2024-07-09,Phone,Query,2
S016894,C104987,2025-11-13,Chat,Refund Request,3
S016895,C104988,2023-11-18,Email,Feedback,2
S016896,C104988,2023-11-19,Chat,Complaint,1
S016897,C104988,2023-12-01,Social Media,Query,3
S016898,C104988,2024-05-21,Chat,Feedback,4
S016899,C104988,2024-09-07,Chat,Refund Request,1
S016900,C104988,2024-11-04,Chat,Complaint,3
S016901,C104988,2024-12-14,Phone,Refund Request,1
S016902,C104988,2025-11-01,Social Media,Feedback,3
S016903,C104988,2025-11-29,Social Media,Refund Request,3
S016904,C104988,2026-06-03,Social Media,Refund Request,3
S016905,C104988,2023-01-15,Social Media,Complaint,3
S016906,C104988,2026-03-15,Phone,Query,3
S016907,C104990,2026-07-04,Social Media,Complaint,2
S016908,C104990,2026-08-09,Chat,Complaint,2
S016909,C104990,2026-08-04,Email,Feedback,3
S016910,C104990,2026-07-27,Email,Feedback,3
S016911,C104991,2024-12-12,Phone,Feedback,2
S016912,C104991,2025-01-11,Chat,Query,1
S016913,C104991,2025-02-23,Social Media,Complaint,2
S016914,C104991,2025-09-02,Chat,Complaint,3
S016915,C104991,2026-01-22,Email,Complaint,2
S016916,C104991,2025-07-29,Chat,Feedback,1
S016917,C104992,2025-09-30,Phone,Complaint,1
S016918,C104993,2025-08-20,Phone,Query,1
S016919,C104993,2026-06-25,Social Media,Query,3
S016920,C104994,2024-12-14,Chat,Feedback,1
S016921,C104994,2025-08-13,Phone,Complaint,1
S016922,C104994,2025-11-11,Social Media,Complaint,2
S016923,C104994,2026-01-07,Social Media,Complaint,1
S016924,C104994,2026-03-13,Chat,Feedback,1
S016925,C104994,2026-04-11,Chat,Feedback,2
S016926,C104994,2025-06-14,Email,Query,2
S016927,C104994,2025-10-25,Chat,Complaint,2
S016928,C104994,2025-12-01,Phone,Feedback,3
S016929,C104995,2024-11-22,Email,Complaint,2
S016930,C104995,2025-03-14,Social Media,Feedback,2
S016931,C104995,2026-07-09,Chat,Complaint,1
S016932,C104995,2024-10-09,Phone,Query,1
S016933,C104996,2025-04-07,Social Media,Complaint,2
S016934,C104996,2026-03-25,Chat,Complaint,2
S016935,C104996,2024-11-14,Chat,Query,1
S016936,C104996,2025-09-16,Email,Complaint,2
S016937,C104996,2025-02-21,Email,Complaint,2
S016938,C104997,2024-02-21,Email,Feedback,3
S016939,C104998,2025-03-20,Email,Complaint,3
S016940,C104999,2024-11-25,Email,Query,2
S016941,C104999,2025-02-26,Chat,Feedback,3
S016942,C105000,2025-12-22,Phone,Feedback,2
S016943,C105001,2024-01-14,Social Media,Complaint,1
S016944,C105001,2024-03-11,Chat,Complaint,1
S016945,C105001,2024-10-01,Chat,Complaint,2
S016946,C105001,2025-07-21,Social Media,Complaint,1
S016947,C105001,2025-12-05,Chat,Query,2
S016948,C105001,2026-06-30,Phone,Complaint,2
S016949,C105001,2026-07-12,Email,Query,2
S016950,C105001,2026-05-17,Phone,Complaint,4
S016951,C105002,2026-01-11,Social Media,Query,2
S016952,C105002,2026-01-21,Email,Feedback,2
S016953,C105002,2026-07-20,Phone,Feedback,1
S016954,C105003,2025-01-31,Phone,Feedback,1
S016955,C105003,2025-05-15,Social Media,Query,4
S016956,C105003,2025-11-02,Social Media,Feedback,1
S016957,C105004,2025-05-26,Chat,Complaint,3
S016958,C105004,2025-07-24,Social Media,Query,2
S016959,C105006,2026-02-15,Phone,Query,2
S016960,C105008,2024-02-22,Phone,Complaint,2
S016961,C105008,2025-11-01,Phone,Complaint,2
S016962,C105008,2026-01-07,Email,Query,4
S016963,C105008,2026-04-19,Social Media,Complaint,2
S016964,C105009,2023-07-24,Phone,Complaint,2
S016965,C105009,2024-12-25,Phone,Query,1
S016966,C105010,2026-06-09,Phone,Complaint,1
S016967,C105010,2026-03-03,Social Media,Complaint,1
S016968,C105013,2026-01-21,Email,Complaint,1
S016969,C105013,2025-05-12,Email,Query,3
S016970,C105014,2023-04-27,Chat,Feedback,3
S016971,C105015,2023-05-04,Chat,Complaint,4
S016972,C105015,2024-12-24,Chat,Complaint,3
S016973,C105015,2025-03-31,Social Media,Query,2
S016974,C105016,2024-08-24,Email,Refund Request,3
S016975,C105016,2024-09-17,Chat,Refund Request,2
S016976,C105016,2024-09-24,Email,Complaint,2
S016977,C105016,2024-10-07,Social Media,Query,3
S016978,C105016,2025-03-15,Social Media,Complaint,2
S016979,C105016,2025-03-29,Social Media,Query,4
S016980,C105016,2025-05-24,Chat,Feedback,4
S016981,C105016,2025-07-02,Email,Feedback,1
S016982,C105016,2025-07-19,Phone,Refund Request,3
S016983,C105016,2025-08-21,Phone,Complaint,3
S016984,C105016,2025-10-02,Chat,Feedback,3
S016985,C105016,2025-10-12,Social Media,Refund Request,3
S016986,C105016,2026-01-21,Phone,Complaint,3
S016987,C105016,2026-03-10,Email,Refund Request,2
S016988,C105016,2026-04-03,Phone,Query,2
S016989,C105016,2026-07-15,Chat,Feedback,1
S016990,C105016,2026-06-16,Chat,Feedback,4
S016991,C105016,2025-10-03,Phone,Complaint,2
S016992,C105017,2024-11-08,Phone,Refund Request,2
S016993,C105017,2025-06-23,Phone,Refund Request,3
S016994,C105017,2025-11-14,Social Media,Complaint,1
S016995,C105018,2026-04-10,Email,Feedback,2
S016996,C105019,2023-09-14,Phone,Query,3
S016997,C105019,2023-09-18,Chat,Refund Request,2
S016998,C105019,2023-11-01,Phone,Query,3
S016999,C105019,2024-11-13,Phone,Complaint,2
S017000,C105019,2025-05-22,Phone,Complaint,1
S017001,C105019,2025-06-12,Social Media,Complaint,3
S017002,C105019,2025-11-16,Email,Refund Request,3
S017003,C105019,2025-11-25,Phone,Query,3
S017004,C105019,2026-06-11,Phone,Query,3
S017005,C105019,2025-11-05,Email,Feedback,4
S017006,C105020,2026-02-28,Social Media,Refund Request,1
S017007,C105020,2026-05-18,Phone,Feedback,3
S017008,C105020,2026-05-27,Chat,Complaint,2
S017009,C105021,2025-12-04,Email,Feedback,1
S017010,C105021,2026-05-16,Email,Complaint,2
S017011,C105022,2023-07-21,Email,Refund Request,3
S017012,C105022,2023-09-05,Social Media,Complaint,1
S017013,C105022,2023-12-10,Phone,Feedback,4
S017014,C105022,2024-01-01,Phone,Complaint,2
S017015,C105022,2024-03-11,Email,Complaint,2
S017016,C105022,2024-04-30,Chat,Feedback,1
S017017,C105022,2024-05-17,Email,Complaint,4
S017018,C105022,2024-06-23,Phone,Query,2
S017019,C105022,2025-01-21,Phone,Refund Request,2
S017020,C105022,2025-06-12,Phone,Feedback,4
S017021,C105022,2025-06-17,Email,Feedback,1
S017022,C105022,2025-07-26,Social Media,Refund Request,4
S017023,C105022,2025-09-20,Phone,Complaint,1
S017024,C105022,2025-10-30,Chat,Query,4
S017025,C105022,2025-12-23,Social Media,Refund Request,2
S017026,C105022,2025-12-30,Email,Complaint,3
S017027,C105022,2026-02-03,Phone,Refund Request,2
S017028,C105022,2026-05-15,Phone,Complaint,1
S017029,C105022,2026-07-23,Social Media,Complaint,3
S017030,C105022,2026-07-28,Chat,Feedback,2
S017031,C105022,2026-08-02,Chat,Complaint,3
S017032,C105023,2025-05-21,Social Media,Complaint,3
S017033,C105023,2023-12-25,Email,Feedback,2
S017034,C105024,2024-01-08,Phone,Feedback,2
S017035,C105024,2024-05-20,Social Media,Complaint,4
S017036,C105024,2024-10-02,Social Media,Complaint,3
S017037,C105024,2025-07-12,Email,Complaint,2
S017038,C105024,2025-08-08,Email,Refund Request,4
S017039,C105024,2025-08-06,Chat,Query,1
S017040,C105024,2025-09-06,Phone,Complaint,1
S017041,C105024,2025-10-31,Social Media,Query,3
S017042,C105024,2025-11-26,Phone,Complaint,2
S017043,C105024,2026-01-03,Social Media,Query,3
S017044,C105024,2026-01-08,Phone,Complaint,1
S017045,C105024,2026-03-10,Email,Refund Request,4
S017046,C105024,2026-03-29,Email,Feedback,1
S017047,C105024,2026-05-22,Email,Complaint,1
S017048,C105024,2026-05-26,Phone,Query,2
S017049,C105024,2026-07-24,Email,Feedback,3
S017050,C105024,2023-10-14,Chat,Complaint,2
S017051,C105025,2026-04-26,Social Media,Feedback,4
S017052,C105025,2026-05-06,Social Media,Complaint,1
S017053,C105025,2026-06-12,Email,Query,3
S017054,C105025,2026-07-10,Email,Complaint,4
S017055,C105027,2026-02-11,Email,Query,1
S017056,C105027,2025-10-08,Phone,Feedback,3
S017057,C105027,2025-09-26,Chat,Complaint,2
S017058,C105028,2025-03-19,Chat,Refund Request,3
S017059,C105028,2026-03-02,Email,Complaint,2
S017060,C105029,2023-03-14,Email,Refund Request,1
S017061,C105029,2026-07-27,Chat,Feedback,2
S017062,C105029,2024-03-19,Social Media,Feedback,3
S017063,C105030,2024-03-11,Social Media,Refund Request,2
S017064,C105030,2025-05-30,Chat,Query,2
S017065,C105030,2025-07-22,Chat,Query,3
S017066,C105031,2024-09-28,Chat,Complaint,2
S017067,C105031,2024-03-07,Email,Feedback,3
S017068,C105031,2023-09-12,Chat,Query,2
S017069,C105032,2023-10-02,Phone,Refund Request,1
S017070,C105032,2023-10-21,Email,Feedback,2
S017071,C105032,2023-12-25,Chat,Refund Request,1
S017072,C105032,2024-04-19,Email,Complaint,2
S017073,C105032,2025-02-07,Email,Complaint,3
S017074,C105032,2026-05-22,Phone,Complaint,2
S017075,C105032,2026-07-23,Chat,Refund Request,2
S017076,C105032,2025-08-02,Social Media,Feedback,2
S017077,C105032,2023-10-14,Email,Complaint,4
S017078,C105033,2023-11-25,Social Media,Complaint,3
S017079,C105033,2023-12-07,Phone,Query,3
S017080,C105033,2025-05-04,Phone,Query,1
S017081,C105033,2026-04-15,Chat,Complaint,2
S017082,C105034,2024-11-18,Social Media,Feedback,3
S017083,C105034,2024-04-13,Chat,Complaint,1
S017084,C105034,2025-10-01,Phone,Feedback,1
S017085,C105035,2025-02-11,Phone,Query,3
S017086,C105035,2024-12-13,Phone,Query,2
S017087,C105036,2024-04-06,Email,Feedback,3
S017088,C105036,2024-06-08,Chat,Complaint,3
S017089,C105036,2024-07-14,Phone,Complaint,3
S017090,C105036,2024-10-01,Chat,Query,2
S017091,C105036,2024-11-26,Chat,Feedback,3
S017092,C105036,2026-03-01,Social Media,Complaint,3
S017093,C105036,2026-05-11,Social Media,Query,3
S017094,C105037,2024-10-21,Email,Refund Request,2
S017095,C105037,2024-11-12,Email,Query,3
S017096,C105037,2026-02-13,Chat,Feedback,2
S017097,C105037,2026-03-02,Phone,Feedback,2
S017098,C105037,2025-09-01,Chat,Feedback,2
S017099,C105038,2024-12-30,Email,Refund Request,1
S017100,C105039,2025-05-20,Social Media,Complaint,2
