customer_id,signup_date,age,gender,region,acquisition_channel,acquisition_cost,tenure_days,frequency,monetary,avg_order_value,last_order_date,first_order_date,std_order_value,recency_days,orders_last_90d,orders_prior_90d,order_trend,avg_discount_pct,total_qty,n_categories,n_returns,total_refund,return_rate,n_support_tickets,avg_satisfaction,n_complaints,complaints_last_90d,complaints_prior_90d,complaint_trend,engagement_score,snapshot_date,churned
C104870,2024-03-09,43,Male,East,Organic Search,180,793,73,1292927.1099999999,17711.330273972602,2026-05-10,2024-03-14,20936.63946848529,1.0,15.0,18.0,-0.15789473684210525,0.2084673913043478,269.0,12.0,5.0,41038.78,0.0684931506849315,6.0,2.5,4.0,1.0,3.0,-2.0,73.85282326778228,2026-05-11,0
C104872,2023-01-13,34,Female,East,Email Marketing,140,1214,100,1820751.52,18207.5152,2026-05-11,2023-01-31,22818.813729946054,0.0,20.0,10.0,0.9090909090909091,0.24937391304347828,365.0,12.0,4.0,69760.67,0.04,11.0,2.6363636363636362,2.0,1.0,0.0,1.0,77.98379837983798,2026-05-11,0
C104873,2024-09-25,52,Male,South,Paid Ads,650,593,8,70436.29999999999,8804.537499999999,2025-08-31,2024-10-16,12158.326003456878,253.0,0.0,0.0,0.0,0.1736,16.0,6.0,1.0,1879.96,0.125,0.0,3.0,0.0,0.0,0.0,0.0,33.567453625632375,2026-05-11,1
C104874,2025-02-21,33,Male,Central,Paid Ads,650,444,27,612430.42,22682.60814814815,2026-04-27,2025-03-02,36944.29527235201,14.0,5.0,4.0,0.2,0.20847887323943662,99.0,12.0,1.0,761.79,0.037037037037037035,2.0,2.0,2.0,2.0,0.0,2.0,49.99461068211068,2026-05-11,0
C104875,2023-03-20,43,Male,North,Organic Search,180,1148,31,409424.6,13207.245161290322,2026-04-27,2023-05-02,14591.359039114182,14.0,3.0,4.0,-0.2,0.30692857142857144,130.0,12.0,1.0,6388.75,0.03225806451612903,3.0,3.0,0.0,0.0,0.0,0.0,58.135670731707314,2026-05-11,0
C104876,2024-08-03,61,Male,East,Email Marketing,140,646,6,44233.78,7372.296666666666,2026-03-10,2024-09-23,7822.315519823186,62.0,1.0,0.0,1.0,0.35976470588235293,24.0,9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,36.408724015922154,2026-05-11,1
C104877,2025-02-05,37,Other,North,Organic Search,180,460,16,139630.37,8726.898125,2026-04-09,2025-02-07,10504.571975192019,32.0,1.0,2.0,-0.3333333333333333,0.3146428571428571,59.0,10.0,1.0,235.73,0.0625,3.0,2.6666666666666665,1.0,0.0,0.0,0.0,47.310315430520035,2026-05-11,0
C104878,2025-02-20,19,Male,South,Organic Search,180,445,7,58242.43,8320.347142857143,2025-12-18,2025-04-08,5845.0879275727875,144.0,0.0,1.0,-0.5,0.2101875,25.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,31.73665730337078,2026-05-11,1
C104879,2023-06-03,64,Male,East,Email Marketing,140,1073,29,698032.98,24070.102758620687,2025-12-28,2023-06-13,34327.3754127535,134.0,0.0,3.0,-0.75,0.1957125,110.0,11.0,5.0,58258.75,0.1724137931034483,13.0,2.230769230769231,6.0,0.0,0.0,0.0,47.47042350706143,2026-05-11,1
C104880,2023-12-23,32,Female,West,Organic Search,180,870,3,31178.059999999998,10392.686666666666,2024-12-11,2024-01-31,9842.148182050163,516.0,0.0,0.0,0.0,0.25457142857142856,11.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.55387931034483,2026-05-11,1
C104881,2023-11-11,58,Other,Central,Referral,90,912,106,1776036.91,16755.065188679244,2026-04-23,2023-11-27,24422.280842642354,18.0,12.0,12.0,0.0,0.2976814516129032,397.0,12.0,15.0,274434.38,0.14150943396226415,7.0,1.8571428571428572,3.0,1.0,0.0,1.0,73.31455098025435,2026-05-11,0
C104882,2025-04-02,57,Male,East,Paid Ads,650,404,7,119336.98,17048.14,2026-03-12,2025-04-07,21533.699852099264,60.0,1.0,1.0,0.0,0.332625,22.0,8.0,1.0,4447.31,0.14285714285714285,1.0,3.0,0.0,0.0,0.0,0.0,42.864480198019805,2026-05-11,1
C104883,2024-02-27,45,Female,South,Referral,90,804,4,50843.04,12710.76,2024-06-05,2024-02-27,14222.150085857857,705.0,0.0,0.0,0.0,0.27349999999999997,13.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.05970149253731,2026-05-11,1
C104884,2025-01-04,22,Male,West,Organic Search,180,492,25,604712.0700000001,24188.4828,2026-04-09,2025-01-08,25460.007818197693,32.0,4.0,1.0,1.5,0.3097246376811594,106.0,12.0,1.0,51181.85,0.04,4.0,2.25,1.0,1.0,0.0,1.0,49.526461851156974,2026-05-11,1
C104885,2025-07-29,67,Female,North,Paid Ads,650,286,25,239143.35,9565.734,2026-05-11,2025-08-08,7971.492125650004,0.0,11.0,7.0,0.5,0.3068529411764706,103.0,12.0,2.0,14057.41,0.08,7.0,1.5714285714285714,4.0,2.0,1.0,1.0,47.256181318681314,2026-05-11,0
C104886,2025-10-22,53,Male,East,Paid Ads,650,201,9,107177.26999999999,11908.585555555554,2026-04-11,2025-10-24,14731.957547738786,30.0,2.0,4.0,-0.4,0.29255555555555557,29.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,43.713619402985074,2026-05-11,1
C104887,2023-08-25,40,Male,West,Social Media,420,990,7,32669.03,4667.004285714285,2024-06-01,2023-09-08,4757.474189072941,709.0,0.0,0.0,0.0,0.3335625,24.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,17.996843434343436,2026-05-11,1
C104888,2026-03-07,62,Male,South,Email Marketing,140,65,3,11469.810000000001,3823.2700000000004,2026-05-02,2026-03-21,2839.4821387710826,9.0,3.0,0.0,3.0,0.1698,7.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,33.966346153846146,2026-05-11,0
C104889,2023-08-02,58,Female,East,Organic Search,180,1013,30,296679.39,9889.313,2026-03-17,2023-09-01,10031.767935510961,55.0,3.0,2.0,0.3333333333333333,0.2780985915492958,108.0,11.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,50.57954255962805,2026-05-11,0
C104890,2023-01-29,57,Male,North,Social Media,420,1198,128,2109990.62,16484.30171875,2026-05-06,2023-02-14,21694.280451265,5.0,10.0,8.0,0.2222222222222222,0.2861578947368421,445.0,12.0,13.0,127127.53,0.1015625,13.0,2.3846153846153846,7.0,2.0,0.0,2.0,76.23436446950443,2026-05-11,0
C104891,2023-02-27,26,Male,North,Organic Search,180,1169,2,2007.6,1003.8,2026-05-10,2023-03-21,541.8842106944988,1.0,1.0,0.0,1.0,0.3426666666666667,5.0,2.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,0.0,0.0,43.34505988023952,2026-05-11,1
C104892,2023-09-16,50,Female,Central,Referral,90,968,5,104091.18,20818.235999999997,2024-10-14,2024-02-04,22387.367485379564,574.0,0.0,0.0,0.0,0.3131111111111111,13.0,6.0,2.0,24452.39,0.4,0.0,3.0,0.0,0.0,0.0,0.0,26.43336776859504,2026-05-11,1
C104893,2026-01-27,32,Male,North,Direct,60,104,2,21529.98,10764.99,2026-03-16,2026-02-01,4693.80309778755,56.0,1.0,1.0,0.0,0.1552,7.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.028846153846153,2026-05-11,0
C104894,2023-09-25,22,Female,South,Organic Search,180,959,104,2341980.55,22519.043749999997,2026-05-03,2023-09-25,31644.452661022027,8.0,12.0,12.0,0.0,0.15138912133891214,373.0,12.0,18.0,341325.74,0.17307692307692307,20.0,2.0,6.0,2.0,0.0,2.0,74.13660062565172,2026-05-11,0
C104895,2025-06-10,35,Male,East,Organic Search,180,335,4,69657.01,17414.2525,2026-05-04,2025-08-11,18990.074288150947,7.0,2.0,1.0,0.5,0.22408333333333333,16.0,7.0,2.0,8243.04,0.5,2.0,2.5,0.0,0.0,0.0,0.0,43.518656716417915,2026-05-11,0
C104896,2024-06-22,23,Male,South,Referral,90,688,23,535013.0,23261.434782608696,2026-04-14,2024-07-26,25443.43737307125,27.0,4.0,1.0,1.5,0.27134545454545456,78.0,11.0,3.0,54380.270000000004,0.13043478260869565,6.0,1.8333333333333333,2.0,1.0,0.0,1.0,47.02228682170543,2026-05-11,1
C104897,2023-02-21,23,Male,North,Email Marketing,140,1175,29,445858.79,15374.441034482757,2026-03-17,2023-03-21,13866.909767755278,55.0,1.0,0.0,1.0,0.20002857142857144,104.0,12.0,2.0,27746.07,0.06896551724137931,7.0,2.2857142857142856,3.0,1.0,0.0,1.0,51.477773556231,2026-05-11,0
C104898,2024-07-25,55,Male,North,Social Media,420,655,17,177954.2,10467.89411764706,2026-04-04,2024-08-05,13503.595880119794,37.0,1.0,1.0,0.0,0.2785365853658537,55.0,11.0,1.0,14356.63,0.058823529411764705,6.0,2.1666666666666665,2.0,2.0,0.0,2.0,45.18262298558099,2026-05-11,0
C104899,2023-02-06,44,Male,East,Paid Ads,650,1190,37,570608.38,15421.848108108108,2026-02-28,2023-02-13,15929.96258636986,72.0,1.0,1.0,0.0,0.2075121951219512,119.0,12.0,4.0,73641.69,0.10810810810810811,7.0,2.0,1.0,0.0,0.0,0.0,53.80669504643962,2026-05-11,1
C104900,2024-09-04,38,Female,South,Referral,90,614,23,690725.79,30031.556086956523,2026-03-30,2024-10-10,37805.1061388974,42.0,2.0,4.0,-0.4,0.19742592592592592,81.0,12.0,4.0,92920.03,0.17391304347826086,3.0,2.3333333333333335,1.0,0.0,0.0,0.0,48.918363192182404,2026-05-11,0
C104901,2024-12-19,27,Female,West,Paid Ads,650,508,39,546880.21,14022.569487179486,2026-05-08,2024-12-31,14413.744497085512,3.0,9.0,3.0,1.5,0.24032978723404255,143.0,12.0,0.0,0.0,0.0,3.0,1.6666666666666667,1.0,0.0,0.0,0.0,54.939140419947506,2026-05-11,0
C104902,2024-11-01,58,Male,South,Direct,60,556,3,142267.82,47422.60666666667,2025-05-28,2024-12-21,75156.8550203668,348.0,0.0,0.0,0.0,0.24900000000000003,13.0,4.0,1.0,2858.02,0.3333333333333333,3.0,1.3333333333333333,1.0,0.0,0.0,0.0,13.57269184652278,2026-05-11,1
C104903,2023-12-30,50,Male,Central,Email Marketing,140,863,2,16697.18,8348.59,2025-12-28,2024-08-21,4513.5898635343465,134.0,0.0,1.0,-0.5,0.30839999999999995,8.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,35.44046929316338,2026-05-11,1
C104904,2025-09-12,48,Female,South,Email Marketing,140,241,1,40209.82,40209.82,2026-03-06,2026-03-06,0.0,66.0,1.0,0.0,1.0,0.383,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,35.8524377593361,2026-05-11,0
C104905,2025-02-06,27,Male,South,Email Marketing,140,459,2,66119.48,33059.74,2025-06-06,2025-02-22,13294.738857156992,339.0,0.0,0.0,0.0,0.1978,7.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,20.025326797385617,2026-05-11,1
C104906,2023-11-24,24,Female,Central,Direct,60,899,4,99236.68,24809.17,2025-02-07,2024-04-25,17736.923070143814,458.0,0.0,0.0,0.0,0.40344444444444444,16.0,6.0,0.0,0.0,0.0,3.0,1.3333333333333333,1.0,0.0,0.0,0.0,18.58574341861327,2026-05-11,1
C104907,2024-07-12,24,Female,West,Organic Search,180,668,10,102816.63,10281.663,2026-04-23,2024-08-13,11591.937554705904,18.0,1.0,1.0,0.0,0.23620000000000002,25.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,38.43188622754491,2026-05-11,0
C104908,2023-05-20,19,Male,South,Email Marketing,140,1087,78,1152579.77,14776.663717948719,2026-05-11,2023-05-27,16698.01145896425,0.0,12.0,6.0,0.8571428571428571,0.22034031413612565,283.0,12.0,5.0,30009.38,0.0641025641025641,9.0,2.5555555555555554,3.0,1.0,0.0,1.0,76.52303094233473,2026-05-11,0
C104909,2026-04-02,68,Female,South,Organic Search,180,39,3,21640.88,7213.626666666667,2026-05-10,2026-04-09,3369.209413754707,1.0,3.0,0.0,3.0,0.22011111111111112,9.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,45.415064102564095,2026-05-11,0
C104910,2025-08-26,37,Female,West,Paid Ads,650,258,3,33795.229999999996,11265.076666666666,2025-12-05,2025-10-17,14137.278213207566,157.0,0.0,2.0,-0.6666666666666666,0.22625,9.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.514050387596901,2026-05-11,1
C104911,2024-01-06,52,Female,North,Paid Ads,650,856,3,53775.58,17925.193333333333,2024-06-02,2024-03-06,13429.543050328753,708.0,0.0,0.0,0.0,0.31018181818181817,13.0,9.0,0.0,0.0,0.0,3.0,1.6666666666666667,2.0,0.0,1.0,-1.0,5.697235202492211,2026-05-11,1
C104912,2025-05-17,69,Other,South,Organic Search,180,359,13,189235.39,14556.568461538463,2026-03-12,2025-05-26,15380.5250847383,60.0,1.0,1.0,0.0,0.30763999999999997,32.0,10.0,1.0,11952.16,0.07692307692307693,2.0,2.5,2.0,0.0,0.0,0.0,40.90934639872662,2026-05-11,0
C104913,2025-05-23,66,Male,East,Paid Ads,650,353,15,292436.16,19495.744,2026-03-16,2025-05-30,27296.756167219315,56.0,3.0,1.0,1.0,0.3068529411764706,52.0,12.0,1.0,1318.36,0.06666666666666667,8.0,2.125,3.0,0.0,3.0,-3.0,39.760092067988666,2026-05-11,0
C104914,2025-02-23,34,Female,West,Social Media,420,442,4,52789.18,13197.295,2026-03-02,2025-04-10,20327.1327201346,70.0,1.0,0.0,1.0,0.3352,6.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.207013574660635,2026-05-11,1
C104915,2023-03-11,43,Male,East,Organic Search,180,1157,111,1784744.54,16078.77963963964,2026-05-09,2023-03-23,24590.16367845251,2.0,14.0,9.0,0.5,0.2453388429752066,366.0,12.0,11.0,99485.11,0.0990990990990991,5.0,2.4,1.0,0.0,0.0,0.0,76.85021298925791,2026-05-11,0
C104916,2026-02-03,42,Male,East,Paid Ads,650,97,8,203897.77,25487.22125,2026-04-22,2026-02-14,38904.283639656824,19.0,8.0,0.0,8.0,0.20354545454545453,30.0,9.0,1.0,804.88,0.125,1.0,3.0,1.0,1.0,0.0,1.0,40.5332187857961,2026-05-11,0
C104920,2026-04-09,37,Female,North,Referral,90,32,0,0.0,0.0,,,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,2026-05-11,0
C104921,2025-08-08,47,Female,West,Referral,90,276,5,68821.56,13764.312,2026-02-03,2025-08-23,11148.608862242409,97.0,0.0,1.0,-0.5,0.4162,24.0,8.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,33.22010869565217,2026-05-11,1
C104922,2023-03-15,56,Other,East,Social Media,420,1153,3,19766.82,6588.94,2024-12-26,2024-05-01,4079.714684729804,501.0,0.0,0.0,0.0,0.1966,8.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,31.1043473547268,2026-05-11,1
C104923,2024-08-21,18,Female,South,Organic Search,180,628,55,862572.63,15683.138727272728,2026-04-27,2024-09-22,16979.16748738529,14.0,7.0,7.0,0.0,0.23613475177304966,209.0,12.0,5.0,41892.130000000005,0.09090909090909091,11.0,2.4545454545454546,1.0,0.0,0.0,0.0,65.37640106708578,2026-05-11,0
C104924,2023-11-12,51,Other,East,Social Media,420,911,94,1856904.77,19754.306063829787,2026-05-02,2023-12-27,28076.16471112219,9.0,14.0,14.0,0.0,0.18640092165898617,305.0,12.0,9.0,71969.51000000001,0.09574468085106383,10.0,2.0,3.0,0.0,0.0,0.0,74.338436651453,2026-05-11,0
C104925,2023-10-10,62,Female,Central,Paid Ads,650,944,21,498666.57,23746.027142857143,2026-05-06,2023-10-14,28141.699104855437,5.0,3.0,1.0,1.0,0.226921568627451,85.0,11.0,5.0,46731.61,0.23809523809523808,4.0,2.5,2.0,0.0,0.0,0.0,50.59302773497689,2026-05-11,0
C104926,2025-12-04,55,Female,East,Organic Search,180,158,7,165192.48,23598.925714285717,2026-03-10,2025-12-20,24095.249696047184,62.0,2.0,5.0,-0.5,0.2740909090909091,29.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.328322784810126,2026-05-11,0
C104927,2025-11-10,50,Female,North,Email Marketing,140,182,12,166036.98,13836.415,2026-04-12,2025-11-27,16553.49909953921,29.0,4.0,8.0,-0.4444444444444444,0.21453846153846154,41.0,9.0,2.0,3849.04,0.16666666666666666,1.0,2.0,0.0,0.0,0.0,0.0,39.67307692307692,2026-05-11,0
C104928,2024-11-02,22,Male,North,Organic Search,180,555,27,276469.24,10239.60148148148,2026-04-30,2024-11-23,19939.187726665237,11.0,5.0,5.0,0.0,0.27971698113207544,77.0,11.0,3.0,3313.68,0.1111111111111111,6.0,3.0,1.0,0.0,0.0,0.0,55.76166344916344,2026-05-11,0
C104929,2025-08-04,56,Male,East,Direct,60,280,9,142719.03999999998,15857.671111111109,2026-05-08,2025-08-12,18907.541584253122,3.0,2.0,2.0,0.0,0.28910526315789475,34.0,11.0,0.0,0.0,0.0,2.0,3.5,0.0,0.0,0.0,0.0,51.0625,2026-05-11,0
C104930,2023-06-16,57,Male,West,Organic Search,180,1060,56,1167454.01,20847.393035714285,2026-05-07,2023-06-19,35648.723507780946,4.0,9.0,4.0,1.0,0.32802189781021895,217.0,12.0,7.0,77254.51,0.125,10.0,1.8,4.0,0.0,0.0,0.0,62.66617014233697,2026-05-11,0
C104931,2023-10-13,43,Male,South,Referral,90,941,40,605155.76,15128.894,2026-05-01,2023-10-23,16448.85264071519,10.0,4.0,3.0,0.25,0.3168453608247423,148.0,12.0,3.0,41371.03,0.075,7.0,1.7142857142857142,2.0,0.0,1.0,-1.0,55.21167895374111,2026-05-11,0
C104932,2026-01-11,48,Male,South,Paid Ads,650,120,0,0.0,0.0,,,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2026-05-11,0
C104933,2024-08-03,50,Female,West,Email Marketing,140,646,13,268143.51,20626.423846153848,2026-04-30,2024-08-15,44130.194144213136,11.0,3.0,1.0,1.0,0.28663636363636363,34.0,10.0,1.0,63366.26,0.07692307692307693,6.0,2.3333333333333335,1.0,0.0,0.0,0.0,46.043905720182806,2026-05-11,0
C104934,2024-12-03,24,Female,South,Email Marketing,140,524,0,0.0,0.0,,,0.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,2026-05-11,1
C104935,2024-08-18,31,Female,North,Organic Search,180,631,24,421088.14,17545.33916666667,2026-04-22,2024-09-13,26839.129312514382,19.0,1.0,2.0,-0.3333333333333333,0.2371090909090909,78.0,12.0,4.0,37808.92,0.16666666666666666,3.0,1.3333333333333333,1.0,0.0,0.0,0.0,45.71278394083465,2026-05-11,1
C104936,2023-09-17,59,Female,South,Organic Search,180,967,74,1067618.42,14427.275945945945,2026-03-20,2023-09-18,19499.79769935638,52.0,3.0,2.0,0.3333333333333333,0.2950852272727273,259.0,12.0,6.0,29520.48,0.08108108108108109,7.0,2.4285714285714284,3.0,0.0,0.0,0.0,72.23574752548382,2026-05-11,0
C104937,2025-11-28,68,Other,East,Social Media,420,164,5,90235.09,18047.018,2026-05-09,2026-01-11,16949.862639708026,2.0,3.0,2.0,0.3333333333333333,0.2840833333333333,15.0,7.0,1.0,1704.52,0.2,2.0,2.0,0.0,0.0,0.0,0.0,41.760670731707314,2026-05-11,0
C104938,2025-09-02,32,Female,Central,Organic Search,180,251,5,61310.01,12262.002,2026-04-05,2025-09-26,9957.356933407076,36.0,1.0,3.0,-0.5,0.24850000000000003,12.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,42.1675796812749,2026-05-11,0
C104939,2025-05-29,38,Female,East,Organic Search,180,347,18,183555.53999999998,10197.529999999999,2026-04-07,2025-06-12,6605.309350878277,34.0,6.0,3.0,0.75,0.3703170731707317,69.0,12.0,1.0,1100.31,0.05555555555555555,4.0,3.0,0.0,0.0,0.0,0.0,49.445605187319885,2026-05-11,0
C104940,2024-03-30,65,Male,North,Direct,60,772,3,13771.870000000003,4590.623333333334,2025-08-24,2024-07-09,4325.199272650145,260.0,0.0,0.0,0.0,0.1795,8.0,2.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,27.024935233160623,2026-05-11,1
C104941,2025-04-07,26,Female,West,Social Media,420,399,5,103918.68,20783.735999999997,2025-09-06,2025-04-08,20172.090364583684,247.0,0.0,0.0,0.0,0.20177777777777778,17.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,13.854166666666664,2026-05-11,1
C104942,2026-05-10,31,Male,South,Organic Search,180,1,1,4110.3,4110.3,2026-05-10,2026-05-10,0.0,1.0,1.0,0.0,1.0,0.2815,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.437500000000002,2026-05-11,0
C104943,2025-04-15,20,Male,Central,Paid Ads,650,391,24,472092.39,19670.51625,2026-04-20,2025-04-24,27213.985751643573,21.0,6.0,2.0,1.3333333333333333,0.24498039215686274,72.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,48.62020460358056,2026-05-11,0
C104944,2024-09-27,30,Male,South,Organic Search,180,591,2,3941.3199999999997,1970.6599999999999,2025-05-09,2025-04-24,886.0330810979914,367.0,0.0,0.0,0.0,0.261,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,15.807318104906937,2026-05-11,1
C104945,2023-12-14,51,Female,Central,Email Marketing,140,879,58,1214713.34,20943.333448275862,2026-04-11,2023-12-28,25213.1719933268,30.0,5.0,5.0,0.0,0.2527755102040816,210.0,12.0,6.0,43145.850000000006,0.10344827586206896,16.0,1.75,6.0,1.0,0.0,1.0,61.91351159831087,2026-05-11,0
C104946,2024-11-03,36,Female,Central,Organic Search,180,554,17,185552.41,10914.847647058823,2026-04-21,2024-11-11,12744.7437686471,20.0,2.0,3.0,-0.25,0.37360465116279074,66.0,12.0,1.0,561.82,0.058823529411764705,4.0,2.0,3.0,1.0,1.0,0.0,44.50729542719615,2026-05-11,0
C104947,2024-04-23,69,Male,Central,Paid Ads,650,748,3,123188.19,41062.73,2025-05-09,2024-06-18,49342.95764229481,367.0,0.0,0.0,0.0,0.2541818181818182,18.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,21.640040106951865,2026-05-11,1
C104948,2025-02-25,64,Female,North,Organic Search,180,440,1,12186.22,12186.22,2026-02-07,2026-02-07,0.0,93.0,0.0,1.0,-0.5,0.389,9.0,4.0,0.0,0.0,0.0,3.0,3.3333333333333335,1.0,0.0,1.0,-1.0,34.7064393939394,2026-05-11,1
C104949,2023-02-28,64,Male,West,Direct,60,1168,2,45363.68,22681.84,2024-04-26,2023-06-01,23128.5860002033,745.0,0.0,0.0,0.0,0.17314285714285713,10.0,4.0,0.0,0.0,0.0,4.0,1.25,2.0,0.0,0.0,0.0,8.133847031963471,2026-05-11,1
C104950,2023-09-02,55,Male,West,Organic Search,180,982,17,372019.15,21883.479411764707,2026-03-20,2023-10-08,29023.401340630386,52.0,1.0,1.0,0.0,0.20607142857142854,73.0,11.0,3.0,10994.27,0.17647058823529413,3.0,3.3333333333333335,2.0,0.0,0.0,0.0,51.1396950667572,2026-05-11,0
C104951,2025-10-09,54,Male,South,Referral,90,214,2,7083.71,3541.855,2025-11-04,2025-10-25,366.52880002804716,188.0,0.0,0.0,0.0,0.16825,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.127336448598133,2026-05-11,1
C104952,2024-05-04,44,Male,East,Paid Ads,650,737,20,458365.24,22918.262,2026-02-24,2024-05-22,31213.640165757257,76.0,1.0,0.0,1.0,0.22273469387755102,71.0,12.0,2.0,42111.78,0.1,3.0,2.3333333333333335,0.0,0.0,0.0,0.0,46.807440072365445,2026-05-11,0
C104953,2024-07-10,69,Female,East,Email Marketing,140,670,12,171731.67,14310.972500000002,2026-03-14,2024-11-19,14950.813073268031,58.0,1.0,2.0,-0.3333333333333333,0.20941176470588235,50.0,11.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0,0.0,0.0,43.220149253731336,2026-05-11,1
C104954,2024-11-30,22,Male,Central,Organic Search,180,527,32,514809.92,16087.81,2026-05-05,2024-12-17,16791.786521643407,6.0,5.0,4.0,0.2,0.18890804597701147,137.0,12.0,1.0,15825.29,0.03125,2.0,3.0,1.0,0.0,0.0,0.0,58.29848772353515,2026-05-11,0
C104955,2024-07-17,55,Male,West,Email Marketing,140,663,15,153365.63,10224.375333333333,2026-04-10,2024-08-11,13844.40228389741,31.0,1.0,3.0,-0.5,0.27892307692307694,48.0,10.0,0.0,0.0,0.0,3.0,2.3333333333333335,0.0,0.0,0.0,0.0,46.59266591251885,2026-05-11,1
C104956,2025-09-02,25,Male,South,Direct,60,251,5,49045.57,9809.114,2026-03-14,2025-09-26,14199.477123951781,58.0,1.0,3.0,-0.5,0.279,15.0,7.0,0.0,0.0,0.0,2.0,3.5,0.0,0.0,0.0,0.0,41.59985059760955,2026-05-11,1
C104957,2023-11-12,35,Female,East,Organic Search,180,911,13,218630.78,16817.752307692306,2025-10-17,2024-01-05,18176.003493218817,206.0,0.0,0.0,0.0,0.24840625,48.0,8.0,2.0,4591.4400000000005,0.15384615384615385,1.0,4.0,0.0,0.0,0.0,0.0,47.77312019758507,2026-05-11,1
C104958,2025-09-02,31,Other,North,Organic Search,180,251,10,119667.12,11966.712,2026-04-26,2025-09-20,13739.837659192011,15.0,5.0,2.0,1.0,0.21014285714285716,28.0,9.0,1.0,7831.75,0.1,0.0,3.0,0.0,0.0,0.0,0.0,47.283366533864545,2026-05-11,0
C104959,2023-09-27,49,Female,South,Direct,60,957,11,251208.03,22837.093636363636,2025-06-10,2023-10-14,25740.759134348107,335.0,0.0,0.0,0.0,0.27449999999999997,36.0,10.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,31.727338035527687,2026-05-11,1
C104960,2024-04-21,58,Female,West,Paid Ads,650,750,12,376031.74,31335.978333333333,2026-01-13,2024-04-23,38417.04494582198,118.0,0.0,1.0,-0.5,0.21041176470588235,53.0,12.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,38.974102564102566,2026-05-11,1
C104961,2025-01-25,22,Female,East,Email Marketing,140,471,31,453910.9,14642.287096774195,2026-04-19,2025-02-05,20480.427958733377,22.0,2.0,4.0,-0.4,0.2238970588235294,96.0,10.0,5.0,76202.6,0.16129032258064516,4.0,3.0,1.0,0.0,0.0,0.0,56.615180467091285,2026-05-11,0
C104962,2026-02-13,49,Male,West,Email Marketing,140,87,2,6167.92,3083.96,2026-05-08,2026-03-30,39.71111683143641,3.0,2.0,0.0,2.0,0.10049999999999999,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.66810344827586,2026-05-11,1
C104963,2023-10-27,29,Male,East,Paid Ads,650,927,3,13951.64,4650.546666666666,2024-08-15,2023-11-07,5621.984712824585,634.0,0.0,0.0,0.0,0.3318,6.0,5.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,0.0,12.375067421790723,2026-05-11,1
