return_id,order_id,customer_id,return_date,refund_amount,reason
R007525,O0089585,C104289,2025-07-08,24902.91,Size Issue
R007526,O0089589,C104289,2025-08-03,5342.19,Better Price Found
R007527,O0089590,C104289,2025-08-13,2673.69,Late Delivery
R007528,O0089593,C104289,2025-08-08,2267.28,Not as Described
R007529,O0089602,C104289,2025-10-20,1163.37,Late Delivery
R007530,O0089603,C104289,2025-11-13,3335.79,Changed Mind
R007531,O0089611,C104289,2025-12-10,468.1,Late Delivery
R007532,O0089629,C104289,2026-06-18,17618.52,Late Delivery
R007533,O0089632,C104289,2026-07-16,37947.0,Better Price Found
R007534,O0089644,C104293,2024-11-05,3778.23,Defective Product
R007535,O0089645,C104293,2024-12-17,12371.39,Not as Described
R007536,O0089661,C104293,2026-01-24,2297.26,Better Price Found
R007537,O0089673,C104294,2026-05-10,2683.58,Size Issue
R007538,O0089675,C104294,2026-06-04,3492.03,Defective Product
R007539,O0089719,C104298,2025-10-27,9091.44,Changed Mind
R007540,O0089768,C104299,2025-03-15,5548.24,Late Delivery
R007541,O0089778,C104299,2025-06-20,2210.62,Defective Product
R007542,O0089799,C104299,2026-03-19,643.82,Not as Described
R007543,O0089800,C104299,2026-04-02,6654.31,Late Delivery
R007544,O0089803,C104299,2026-04-04,1469.53,Not as Described
R007545,O0089819,C104300,2024-10-30,100.29,Not as Described
R007546,O0089832,C104301,2026-04-14,5171.75,Changed Mind
R007547,O0089844,C104303,2023-11-13,53172.99,Changed Mind
R007548,O0089848,C104303,2024-01-15,7989.68,Defective Product
R007549,O0089941,C104307,2025-04-14,3427.62,Not as Described
R007550,O0089949,C104307,2025-10-21,14543.46,Late Delivery
R007551,O0089951,C104307,2026-01-09,1640.87,Size Issue
R007552,O0089955,C104308,2026-07-15,401.44,Size Issue
R007553,O0089956,C104309,2023-10-11,148942.95,Not as Described
R007554,O0089962,C104309,2024-05-18,412.51,Changed Mind
R007555,O0089973,C104310,2024-11-05,4035.71,Late Delivery
R007556,O0089997,C104310,2025-03-22,9619.28,Defective Product
R007557,O0090004,C104310,2025-05-18,1099.5,Late Delivery
R007558,O0090010,C104310,2025-07-03,108052.62,Better Price Found
R007559,O0090020,C104310,2025-09-30,6419.65,Better Price Found
R007560,O0090040,C104310,2026-03-12,16146.02,Late Delivery
R007561,O0090067,C104311,2024-02-22,7392.79,Not as Described
R007562,O0090094,C104311,2024-10-30,29870.26,Changed Mind
R007563,O0090121,C104311,2025-06-28,6772.23,Size Issue
R007564,O0090124,C104311,2025-08-03,10972.48,Changed Mind
R007565,O0090133,C104311,2025-08-30,746.35,Size Issue
R007566,O0090148,C104311,2025-11-14,4708.35,Better Price Found
R007567,O0090199,C104315,2024-07-15,4964.03,Changed Mind
R007568,O0090212,C104317,2025-04-04,9969.48,Defective Product
R007569,O0090229,C104317,2026-01-25,23896.19,Better Price Found
R007570,O0090242,C104317,2026-04-10,3805.0,Better Price Found
R007571,O0090260,C104318,2024-04-29,30098.28,Defective Product
R007572,O0090263,C104318,2024-05-14,10604.14,Size Issue
R007573,O0090339,C104318,2025-12-27,5848.96,Late Delivery
R007574,O0090366,C104319,2026-06-10,1307.77,Late Delivery
R007575,O0090367,C104319,2026-08-01,9928.2,Size Issue
R007576,O0090369,C104320,2024-10-08,944.46,Size Issue
R007577,O0090371,C104320,2024-10-27,4116.78,Better Price Found
R007578,O0090391,C104324,2023-10-06,5044.16,Defective Product
R007579,O0090392,C104324,2023-10-19,1307.49,Defective Product
R007580,O0090398,C104324,2025-03-22,9782.82,Late Delivery
R007581,O0090400,C104324,2025-04-09,622.86,Changed Mind
R007582,O0090413,C104327,2026-02-20,23325.44,Defective Product
R007583,O0090414,C104327,2026-03-18,43378.86,Not as Described
R007584,O0090415,C104327,2026-04-21,899.44,Size Issue
R007585,O0090428,C104328,2025-12-02,3878.22,Size Issue
R007586,O0090463,C104329,2026-04-10,326.87,Better Price Found
R007587,O0090474,C104329,2026-06-22,4446.17,Better Price Found
R007588,O0090481,C104329,2026-07-26,135.2,Not as Described
R007589,O0090482,C104329,2026-07-23,8402.06,Changed Mind
R007590,O0090485,C104330,2024-12-01,9916.31,Defective Product
R007591,O0090497,C104331,2025-09-01,5471.87,Size Issue
R007592,O0090500,C104331,2025-12-26,5151.65,Changed Mind
R007593,O0090502,C104331,2026-02-15,4960.65,Size Issue
R007594,O0090507,C104331,2026-07-21,2453.22,Size Issue
R007595,O0090508,C104332,2025-04-07,833.08,Not as Described
R007596,O0090531,C104333,2026-07-08,9868.92,Late Delivery
R007597,O0090536,C104335,2026-01-27,43202.99,Size Issue
R007598,O0090547,C104336,2025-12-12,11750.02,Not as Described
R007599,O0090548,C104336,2026-01-14,7848.95,Late Delivery
R007600,O0090559,C104337,2024-03-08,872.26,Changed Mind
R007601,O0090562,C104337,2024-06-04,4557.18,Size Issue
R007602,O0090565,C104337,2025-01-06,77450.89,Changed Mind
R007603,O0090578,C104338,2025-08-05,39378.32,Not as Described
R007604,O0090587,C104341,2025-02-20,9507.05,Changed Mind
R007605,O0090598,C104341,2025-07-16,7516.78,Late Delivery
R007606,O0090606,C104341,2025-08-24,4707.31,Changed Mind
R007607,O0090609,C104341,2025-09-25,22643.47,Better Price Found
R007608,O0090622,C104341,2026-02-10,5719.03,Size Issue
R007609,O0090623,C104341,2026-02-12,13577.25,Defective Product
R007610,O0090635,C104341,2026-05-22,21941.03,Defective Product
R007611,O0090669,C104344,2023-12-10,3501.79,Better Price Found
R007612,O0090677,C104345,2024-06-03,3392.58,Late Delivery
R007613,O0090683,C104345,2024-09-14,8193.56,Not as Described
R007614,O0090692,C104345,2025-02-04,85277.66,Size Issue
R007615,O0090700,C104345,2025-04-08,349.56,Not as Described
R007616,O0090709,C104345,2025-06-29,4142.3,Size Issue
R007617,O0090714,C104345,2025-08-05,7415.56,Size Issue
R007618,O0090750,C104345,2026-07-28,494.35,Better Price Found
R007619,O0090773,C104346,2025-01-28,3225.58,Defective Product
R007620,O0090786,C104346,2026-01-31,3795.49,Not as Described
R007621,O0090791,C104346,2026-06-20,3232.64,Defective Product
R007622,O0090796,C104347,2025-01-21,3783.17,Changed Mind
R007623,O0090820,C104349,2025-08-27,14473.14,Changed Mind
R007624,O0090828,C104349,2025-10-29,7931.43,Size Issue
R007625,O0090841,C104349,2026-05-31,2383.5,Size Issue
R007626,O0090846,C104349,2026-07-21,1634.49,Changed Mind
R007627,O0090859,C104350,2024-08-10,3494.1,Changed Mind
R007628,O0090887,C104352,2023-04-28,10856.58,Late Delivery
R007629,O0090895,C104352,2024-01-02,650.91,Changed Mind
R007630,O0090913,C104353,2024-11-06,10186.51,Changed Mind
R007631,O0090915,C104353,2024-11-12,22311.26,Defective Product
R007632,O0090926,C104353,2025-12-20,13459.72,Not as Described
R007633,O0090936,C104355,2024-04-26,5216.1,Late Delivery
R007634,O0090941,C104355,2024-12-15,3203.67,Changed Mind
R007635,O0090951,C104356,2026-06-08,146.58,Changed Mind
R007636,O0090968,C104357,2024-06-12,5924.6,Not as Described
R007637,O0090983,C104357,2025-02-16,3632.41,Not as Described
R007638,O0090984,C104357,2025-02-19,2309.03,Not as Described
R007639,O0090999,C104357,2025-09-09,5595.99,Late Delivery
R007640,O0091008,C104357,2026-01-01,31955.38,Late Delivery
R007641,O0091010,C104357,2026-01-27,35945.32,Defective Product
R007642,O0091011,C104357,2026-01-30,2340.39,Size Issue
R007643,O0091012,C104357,2026-02-02,944.45,Defective Product
R007644,O0091013,C104357,2026-02-11,21841.94,Defective Product
R007645,O0091018,C104357,2026-04-06,10688.15,Size Issue
R007646,O0091022,C104357,2026-04-02,12261.06,Not as Described
R007647,O0091024,C104357,2026-04-09,9176.22,Defective Product
R007648,O0091027,C104357,2026-05-16,4107.1,Not as Described
R007649,O0091050,C104359,2025-03-05,1899.85,Defective Product
R007650,O0091054,C104359,2025-04-30,2589.53,Defective Product
R007651,O0091068,C104359,2026-02-06,1869.21,Better Price Found
R007652,O0091070,C104359,2026-03-16,1683.87,Late Delivery
R007653,O0091088,C104360,2026-06-28,1296.66,Late Delivery
R007654,O0091097,C104361,2024-11-10,6536.02,Defective Product
R007655,O0091120,C104364,2025-07-21,3541.63,Better Price Found
R007656,O0091125,C104364,2025-11-02,5169.81,Defective Product
R007657,O0091152,C104365,2023-12-06,6376.36,Late Delivery
R007658,O0091154,C104365,2023-12-17,195.51,Defective Product
R007659,O0091189,C104365,2024-09-06,543.43,Size Issue
R007660,O0091190,C104365,2024-09-15,27955.38,Defective Product
R007661,O0091206,C104365,2024-12-11,7782.28,Size Issue
R007662,O0091233,C104365,2025-09-30,15524.28,Better Price Found
R007663,O0091234,C104365,2025-10-14,415.37,Not as Described
R007664,O0091236,C104365,2025-10-22,676.15,Defective Product
R007665,O0091238,C104365,2025-10-21,22677.61,Size Issue
R007666,O0091252,C104365,2026-02-02,850.61,Size Issue
R007667,O0091270,C104365,2026-05-02,829.93,Changed Mind
R007668,O0091276,C104366,2025-06-06,701.28,Not as Described
R007669,O0091288,C104366,2026-06-04,9873.71,Defective Product
R007670,O0091306,C104369,2024-03-02,48634.15,Defective Product
R007671,O0091310,C104369,2024-04-17,1942.42,Size Issue
R007672,O0091323,C104370,2025-07-09,5435.14,Size Issue
R007673,O0091332,C104372,2025-01-04,1434.71,Not as Described
R007674,O0091366,C104374,2023-12-21,7716.3,Not as Described
R007675,O0091389,C104374,2025-06-03,938.47,Better Price Found
R007676,O0091398,C104375,2025-06-12,16438.73,Defective Product
R007677,O0091419,C104378,2025-09-20,9479.57,Late Delivery
R007678,O0091424,C104379,2025-06-04,13771.14,Not as Described
R007679,O0091439,C104380,2025-06-08,51630.23,Size Issue
R007680,O0091457,C104380,2026-05-07,5157.96,Changed Mind
R007681,O0091471,C104381,2026-03-17,5267.69,Changed Mind
R007682,O0091477,C104383,2023-02-12,66479.4,Defective Product
R007683,O0091487,C104383,2023-10-03,6457.13,Not as Described
R007684,O0091488,C104383,2023-10-13,8726.56,Better Price Found
R007685,O0091491,C104383,2024-10-23,2544.73,Changed Mind
R007686,O0091504,C104385,2024-02-10,6893.89,Not as Described
R007687,O0091531,C104386,2024-10-06,61147.85,Late Delivery
R007688,O0091557,C104386,2025-05-17,4133.53,Changed Mind
R007689,O0091563,C104386,2025-06-26,7545.63,Defective Product
R007690,O0091587,C104386,2025-12-09,1960.14,Better Price Found
R007691,O0091639,C104387,2026-03-12,8080.9,Size Issue
R007692,O0091665,C104389,2023-10-18,11059.84,Size Issue
R007693,O0091666,C104389,2023-10-28,10110.01,Late Delivery
R007694,O0091702,C104393,2026-07-31,792.15,Better Price Found
R007695,O0091711,C104394,2025-05-10,4919.68,Late Delivery
R007696,O0091729,C104396,2024-01-23,66213.35,Better Price Found
R007697,O0091741,C104398,2025-08-17,34169.02,Better Price Found
R007698,O0091759,C104399,2026-01-18,1225.42,Size Issue
R007699,O0091770,C104400,2024-09-10,6872.76,Late Delivery
R007700,O0091805,C104400,2025-10-21,16256.11,Defective Product
R007701,O0091814,C104400,2025-12-15,11539.46,Size Issue
R007702,O0091866,C104402,2026-06-26,3830.82,Not as Described
R007703,O0091872,C104403,2023-11-07,1711.68,Defective Product
R007704,O0091878,C104403,2024-04-02,1165.35,Changed Mind
R007705,O0091892,C104403,2024-12-03,1469.81,Defective Product
R007706,O0091900,C104403,2025-05-28,1537.2,Defective Product
R007707,O0091922,C104403,2026-04-25,3402.91,Changed Mind
R007708,O0091935,C104404,2025-09-05,303.13,Changed Mind
R007709,O0091956,C104405,2024-04-16,25362.94,Not as Described
R007710,O0091958,C104405,2024-04-19,2096.13,Late Delivery
R007711,O0091964,C104405,2024-09-23,11149.49,Size Issue
R007712,O0091965,C104405,2024-09-30,6094.69,Changed Mind
R007713,O0091998,C104406,2025-08-21,11610.57,Late Delivery
R007714,O0092002,C104406,2025-12-19,1935.41,Changed Mind
R007715,O0092022,C104406,2026-07-15,2792.37,Better Price Found
R007716,O0092036,C104407,2026-06-18,11021.21,Defective Product
R007717,O0092043,C104410,2024-07-06,19028.15,Changed Mind
R007718,O0092045,C104410,2024-07-22,15271.99,Defective Product
R007719,O0092079,C104410,2025-04-22,12545.75,Size Issue
R007720,O0092088,C104410,2025-07-19,3338.01,Late Delivery
R007721,O0092094,C104410,2025-09-27,307.25,Late Delivery
R007722,O0092103,C104410,2025-11-17,6563.23,Changed Mind
R007723,O0092121,C104410,2026-04-04,7536.1,Better Price Found
R007724,O0092186,C104411,2025-11-28,839.5,Late Delivery
R007725,O0092212,C104413,2025-08-14,14792.08,Better Price Found
R007726,O0092223,C104413,2026-02-25,3934.93,Late Delivery
R007727,O0092229,C104413,2026-04-19,11310.41,Size Issue
R007728,O0092234,C104413,2026-07-11,6188.93,Better Price Found
R007729,O0092237,C104413,2026-07-31,11964.22,Better Price Found
R007730,O0092238,C104414,2025-04-09,6271.91,Defective Product
R007731,O0092269,C104418,2024-06-05,31607.76,Not as Described
R007732,O0092296,C104418,2025-01-24,3656.28,Better Price Found
R007733,O0092299,C104418,2025-02-09,25948.66,Better Price Found
R007734,O0092300,C104418,2025-02-26,4619.77,Size Issue
R007735,O0092308,C104418,2025-06-06,3277.49,Late Delivery
R007736,O0092320,C104418,2026-01-06,3221.5,Changed Mind
R007737,O0092341,C104418,2026-06-30,32266.07,Size Issue
R007738,O0092345,C104418,2026-08-05,1183.09,Not as Described
R007739,O0092352,C104419,2025-03-04,7850.32,Better Price Found
R007740,O0092356,C104419,2025-06-02,18354.57,Size Issue
R007741,O0092367,C104419,2025-11-26,3742.9,Late Delivery
R007742,O0092378,C104419,2026-05-08,20843.6,Not as Described
R007743,O0092424,C104428,2023-09-27,1025.84,Better Price Found
R007744,O0092432,C104428,2024-08-29,452.56,Size Issue
R007745,O0092450,C104428,2025-04-15,8205.35,Changed Mind
R007746,O0092486,C104430,2024-05-23,24039.39,Size Issue
R007747,O0092496,C104430,2024-10-10,900.61,Defective Product
R007748,O0092498,C104430,2024-11-02,35918.59,Size Issue
R007749,O0092510,C104430,2025-03-22,712.02,Size Issue
R007750,O0092516,C104430,2025-06-04,23982.95,Changed Mind
R007751,O0092527,C104430,2025-08-19,32439.52,Late Delivery
R007752,O0092543,C104430,2026-02-07,3204.32,Changed Mind
R007753,O0092544,C104430,2026-02-21,3192.51,Not as Described
R007754,O0092551,C104430,2026-05-04,752.39,Better Price Found
R007755,O0092579,C104432,2024-04-01,1988.7,Defective Product
R007756,O0092580,C104432,2024-04-11,7323.69,Late Delivery
R007757,O0092588,C104432,2024-09-07,358.07,Changed Mind
R007758,O0092591,C104432,2024-09-25,316.87,Defective Product
R007759,O0092611,C104432,2025-03-03,4228.06,Defective Product
R007760,O0092632,C104432,2025-09-29,188.34,Defective Product
R007761,O0092634,C104432,2025-11-11,8868.88,Better Price Found
R007762,O0092636,C104432,2025-11-19,4894.69,Not as Described
R007763,O0092638,C104432,2025-12-02,23798.22,Defective Product
R007764,O0092639,C104432,2025-12-10,17325.88,Not as Described
R007765,O0092645,C104432,2026-01-24,119136.44,Size Issue
R007766,O0092649,C104432,2026-03-05,1759.97,Better Price Found
R007767,O0092667,C104432,2026-08-08,4568.74,Better Price Found
R007768,O0092689,C104434,2025-05-07,1685.85,Defective Product
R007769,O0092710,C104435,2024-02-09,824.88,Changed Mind
R007770,O0092740,C104437,2024-07-15,4305.44,Changed Mind
R007771,O0092743,C104437,2026-05-30,6198.66,Defective Product
R007772,O0092744,C104437,2026-07-14,17518.66,Late Delivery
R007773,O0092749,C104438,2025-04-01,1418.27,Not as Described
R007774,O0092750,C104438,2025-04-05,1638.61,Late Delivery
R007775,O0092751,C104438,2025-06-04,20692.18,Defective Product
R007776,O0092761,C104438,2026-04-12,7008.99,Size Issue
R007777,O0092769,C104439,2023-12-16,5368.75,Defective Product
R007778,O0092793,C104440,2025-05-23,1631.45,Late Delivery
R007779,O0092799,C104440,2025-07-24,8639.49,Late Delivery
R007780,O0092823,C104440,2026-04-01,7152.77,Defective Product
R007781,O0092828,C104440,2026-04-24,432.19,Size Issue
R007782,O0092849,C104443,2024-05-09,14061.3,Changed Mind
R007783,O0092861,C104443,2024-11-09,1661.5,Not as Described
R007784,O0092863,C104443,2025-02-07,5671.35,Late Delivery
R007785,O0092864,C104443,2025-03-20,2046.27,Not as Described
R007786,O0092874,C104443,2026-02-04,18871.04,Changed Mind
R007787,O0092877,C104443,2026-04-03,19774.54,Late Delivery
R007788,O0092882,C104444,2024-02-26,2096.33,Better Price Found
R007789,O0092892,C104445,2023-11-12,3173.31,Better Price Found
R007790,O0092894,C104445,2023-11-28,2440.6,Changed Mind
R007791,O0092896,C104445,2023-12-04,1270.67,Defective Product
R007792,O0092908,C104445,2024-07-01,42736.15,Not as Described
R007793,O0092928,C104445,2025-03-17,2122.26,Changed Mind
R007794,O0092948,C104445,2025-11-30,13694.42,Defective Product
R007795,O0092966,C104446,2024-01-07,14244.05,Not as Described
R007796,O0093005,C104447,2024-12-27,1671.67,Late Delivery
R007797,O0093010,C104447,2025-03-26,252.73,Better Price Found
R007798,O0093016,C104447,2025-06-20,16117.96,Better Price Found
R007799,O0093030,C104447,2025-12-12,8377.61,Not as Described
R007800,O0093037,C104447,2026-02-28,340.38,Changed Mind
R007801,O0093041,C104447,2026-04-22,333.93,Not as Described
R007802,O0093042,C104447,2026-04-26,23335.4,Changed Mind
R007803,O0093048,C104447,2026-06-23,962.54,Defective Product
R007804,O0093052,C104447,2026-07-20,688.57,Defective Product
R007805,O0093061,C104448,2023-06-26,6208.08,Size Issue
R007806,O0093062,C104448,2023-11-03,38223.43,Changed Mind
R007807,O0093069,C104448,2024-10-02,4849.45,Better Price Found
R007808,O0093079,C104448,2025-06-23,5288.31,Changed Mind
R007809,O0093092,C104448,2026-01-02,5994.73,Defective Product
R007810,O0093161,C104452,2026-01-05,754.35,Size Issue
R007811,O0093162,C104452,2026-03-02,138943.41,Defective Product
R007812,O0093169,C104454,2026-01-06,355.34,Defective Product
R007813,O0093176,C104454,2026-05-31,1376.51,Not as Described
R007814,O0093177,C104454,2026-06-27,11171.81,Defective Product
R007815,O0093183,C104457,2023-07-12,4223.13,Late Delivery
R007816,O0093192,C104457,2024-11-21,280.55,Size Issue
R007817,O0093199,C104459,2024-08-15,764.64,Defective Product
R007818,O0093204,C104459,2025-11-15,662.98,Not as Described
R007819,O0093208,C104461,2026-06-03,61598.73,Better Price Found
R007820,O0093247,C104463,2025-02-04,7127.24,Defective Product
R007821,O0093254,C104463,2025-08-27,7389.74,Not as Described
R007822,O0093257,C104463,2026-06-07,908.14,Not as Described
R007823,O0093270,C104464,2024-10-21,16995.77,Changed Mind
R007824,O0093288,C104465,2025-02-24,548.16,Defective Product
R007825,O0093328,C104468,2026-04-07,1296.38,Size Issue
R007826,O0093346,C104471,2025-08-07,1910.58,Not as Described
R007827,O0093347,C104471,2025-10-18,2366.46,Not as Described
R007828,O0093367,C104472,2026-05-22,4149.68,Changed Mind
R007829,O0093369,C104472,2026-06-10,2985.82,Size Issue
R007830,O0093414,C104474,2026-06-18,17407.54,Size Issue
R007831,O0093418,C104474,2026-08-05,12980.19,Better Price Found
R007832,O0093426,C104476,2026-01-16,1369.54,Size Issue
R007833,O0093440,C104477,2026-04-03,16571.02,Late Delivery
R007834,O0093448,C104478,2024-09-29,6386.62,Defective Product
R007835,O0093464,C104479,2024-02-09,811.75,Better Price Found
R007836,O0093493,C104481,2024-02-15,28036.35,Defective Product
R007837,O0093539,C104481,2026-05-18,6818.08,Better Price Found
R007838,O0093550,C104483,2025-04-05,13805.53,Late Delivery
R007839,O0093553,C104483,2025-04-20,1402.45,Not as Described
R007840,O0093558,C104483,2025-07-14,7706.12,Changed Mind
R007841,O0093567,C104483,2025-08-19,23611.04,Defective Product
R007842,O0093594,C104483,2026-04-03,2346.36,Defective Product
R007843,O0093607,C104485,2024-05-23,3123.24,Better Price Found
R007844,O0093611,C104485,2025-03-05,693.29,Size Issue
R007845,O0093615,C104487,2025-06-05,2840.76,Changed Mind
R007846,O0093634,C104487,2026-04-18,458.86,Late Delivery
R007847,O0093642,C104487,2026-07-20,10023.63,Not as Described
R007848,O0093674,C104490,2025-09-16,8349.7,Late Delivery
R007849,O0093679,C104491,2026-04-07,31628.23,Late Delivery
R007850,O0093702,C104496,2024-05-13,810.3,Late Delivery
R007851,O0093706,C104496,2024-09-20,3016.03,Not as Described
R007852,O0093708,C104496,2024-11-07,5356.74,Size Issue
R007853,O0093710,C104496,2025-01-29,883.96,Size Issue
R007854,O0093730,C104497,2026-05-03,2887.62,Better Price Found
R007855,O0093736,C104497,2026-07-31,50819.46,Defective Product
R007856,O0093771,C104498,2024-06-21,6466.84,Defective Product
R007857,O0093782,C104498,2024-09-11,2602.19,Defective Product
R007858,O0093799,C104498,2025-01-13,20486.15,Size Issue
R007859,O0093826,C104498,2025-07-14,446.74,Changed Mind
R007860,O0093872,C104499,2024-01-03,7194.71,Better Price Found
R007861,O0093877,C104499,2024-09-06,3314.14,Not as Described
R007862,O0093880,C104499,2024-11-18,930.68,Defective Product
R007863,O0093894,C104499,2025-06-11,9301.71,Defective Product
R007864,O0093904,C104499,2025-09-06,890.58,Defective Product
R007865,O0093917,C104499,2025-11-19,30885.73,Not as Described
R007866,O0093922,C104499,2025-11-26,4142.52,Size Issue
R007867,O0093923,C104499,2025-12-06,1676.14,Better Price Found
R007868,O0093945,C104499,2026-05-02,16924.61,Defective Product
R007869,O0093946,C104499,2026-04-30,22112.95,Late Delivery
R007870,O0093947,C104499,2026-05-03,20887.91,Defective Product
R007871,O0093948,C104499,2026-05-10,76521.96,Defective Product
R007872,O0093964,C104499,2026-08-06,6933.56,Late Delivery
R007873,O0093966,C104499,2026-08-09,3753.64,Size Issue
R007874,O0093975,C104500,2024-02-07,17745.38,Changed Mind
R007875,O0093976,C104500,2024-03-01,299.29,Size Issue
R007876,O0093992,C104500,2025-04-16,12192.45,Late Delivery
R007877,O0093995,C104500,2026-02-20,33498.35,Changed Mind
R007878,O0094000,C104501,2025-01-08,23659.8,Late Delivery
R007879,O0094003,C104501,2025-04-28,443.83,Better Price Found
R007880,O0094005,C104501,2025-05-13,8500.36,Size Issue
R007881,O0094011,C104501,2025-09-01,2413.3,Defective Product
R007882,O0094014,C104501,2025-09-06,1314.39,Not as Described
R007883,O0094018,C104501,2025-09-17,3861.47,Changed Mind
R007884,O0094020,C104501,2025-10-17,7823.91,Not as Described
R007885,O0094029,C104501,2026-02-08,4216.07,Not as Described
R007886,O0094033,C104501,2026-03-29,1508.08,Better Price Found
R007887,O0094035,C104501,2026-03-27,8073.96,Not as Described
R007888,O0094036,C104501,2026-03-30,15204.66,Size Issue
R007889,O0094047,C104501,2026-07-21,4536.82,Better Price Found
R007890,O0094062,C104502,2025-05-11,2732.76,Better Price Found
R007891,O0094078,C104503,2024-07-16,1262.69,Defective Product
R007892,O0094105,C104504,2025-01-04,16849.09,Changed Mind
R007893,O0094112,C104504,2025-02-16,5928.12,Better Price Found
R007894,O0094113,C104504,2025-02-24,3209.68,Defective Product
R007895,O0094153,C104504,2026-01-10,16492.82,Not as Described
R007896,O0094155,C104504,2026-01-30,15304.66,Size Issue
R007897,O0094160,C104504,2026-03-15,11037.15,Changed Mind
R007898,O0094174,C104505,2026-02-25,1460.98,Better Price Found
R007899,O0094177,C104505,2026-05-18,8864.51,Defective Product
R007900,O0094178,C104506,2025-01-13,21722.35,Defective Product
R007901,O0094179,C104506,2025-02-18,9761.52,Not as Described
R007902,O0094194,C104510,2024-05-01,4805.29,Defective Product
R007903,O0094229,C104510,2025-09-03,1514.29,Defective Product
R007904,O0094254,C104512,2026-06-03,2158.23,Not as Described
R007905,O0094264,C104514,2024-05-21,3210.13,Size Issue
R007906,O0094265,C104514,2024-05-15,30078.99,Changed Mind
R007907,O0094267,C104514,2024-05-31,34426.04,Late Delivery
R007908,O0094270,C104514,2024-06-26,2174.68,Not as Described
R007909,O0094271,C104514,2024-07-04,3193.45,Defective Product
R007910,O0094274,C104514,2024-08-10,2882.83,Changed Mind
R007911,O0094284,C104514,2024-10-01,29723.01,Changed Mind
R007912,O0094289,C104514,2024-10-25,1522.82,Not as Described
R007913,O0094290,C104514,2024-11-08,3266.17,Better Price Found
R007914,O0094302,C104514,2025-05-10,6629.67,Defective Product
R007915,O0094305,C104514,2025-05-17,848.03,Size Issue
R007916,O0094315,C104514,2025-08-15,21090.14,Late Delivery
R007917,O0094330,C104514,2025-10-09,12297.27,Size Issue
R007918,O0094332,C104514,2025-11-17,54796.44,Better Price Found
R007919,O0094334,C104514,2025-12-29,9483.5,Better Price Found
R007920,O0094335,C104514,2026-01-03,7319.66,Late Delivery
R007921,O0094340,C104514,2026-02-07,32125.49,Defective Product
R007922,O0094357,C104514,2026-07-02,3932.08,Size Issue
R007923,O0094364,C104515,2024-01-14,9872.67,Defective Product
R007924,O0094378,C104515,2025-01-18,5244.52,Size Issue
R007925,O0094381,C104515,2025-03-06,3897.54,Defective Product
R007926,O0094390,C104515,2025-06-11,3411.72,Late Delivery
R007927,O0094392,C104515,2025-07-14,24641.16,Defective Product
R007928,O0094402,C104515,2025-10-30,12200.19,Changed Mind
R007929,O0094407,C104515,2025-12-22,19253.52,Late Delivery
R007930,O0094422,C104515,2026-05-15,2181.25,Not as Described
R007931,O0094438,C104516,2025-09-09,27439.34,Not as Described
R007932,O0094441,C104516,2025-11-24,824.03,Size Issue
R007933,O0094448,C104518,2026-06-26,4146.3,Late Delivery
R007934,O0094451,C104519,2025-02-23,25213.87,Better Price Found
R007935,O0094457,C104520,2024-02-08,31093.61,Better Price Found
R007936,O0094462,C104520,2025-01-02,2525.02,Size Issue
R007937,O0094505,C104525,2024-10-04,4548.04,Not as Described
R007938,O0094553,C104525,2025-10-09,2308.78,Changed Mind
R007939,O0094554,C104525,2025-10-29,2206.34,Changed Mind
R007940,O0094556,C104525,2025-11-02,253.84,Not as Described
R007941,O0094557,C104525,2025-11-22,20529.59,Changed Mind
R007942,O0094571,C104525,2026-02-14,1141.91,Better Price Found
R007943,O0094591,C104525,2026-05-10,27707.03,Not as Described
R007944,O0094624,C104526,2025-10-15,5831.06,Late Delivery
R007945,O0094629,C104528,2025-09-07,1314.29,Better Price Found
R007946,O0094639,C104529,2024-06-28,5461.37,Size Issue
R007947,O0094656,C104531,2023-08-03,2047.11,Defective Product
R007948,O0094658,C104531,2023-09-26,6668.11,Late Delivery
R007949,O0094666,C104531,2024-04-18,1907.6,Changed Mind
R007950,O0094686,C104531,2025-12-08,7322.52,Changed Mind
R007951,O0094721,C104535,2026-04-11,4957.91,Late Delivery
R007952,O0094737,C104536,2025-03-17,2315.38,Defective Product
R007953,O0094740,C104536,2025-04-16,16710.6,Not as Described
R007954,O0094743,C104536,2025-06-01,13016.36,Size Issue
R007955,O0094748,C104536,2025-07-23,27864.37,Not as Described
R007956,O0094770,C104536,2025-12-20,10056.92,Late Delivery
R007957,O0094797,C104537,2026-02-23,1816.29,Late Delivery
R007958,O0094798,C104537,2026-04-11,8117.49,Late Delivery
R007959,O0094806,C104538,2025-07-17,1556.88,Changed Mind
R007960,O0094812,C104538,2026-01-20,21917.75,Changed Mind
R007961,O0094814,C104538,2026-03-25,45192.05,Size Issue
R007962,O0094821,C104539,2025-08-03,47332.7,Size Issue
R007963,O0094863,C104541,2024-11-10,16754.12,Better Price Found
R007964,O0094949,C104542,2026-02-14,10011.64,Changed Mind
R007965,O0094970,C104543,2024-08-25,4943.46,Not as Described
R007966,O0094972,C104543,2024-09-07,11026.58,Defective Product
R007967,O0094978,C104543,2024-09-21,12948.13,Changed Mind
R007968,O0094993,C104543,2025-01-17,10203.52,Better Price Found
R007969,O0095006,C104543,2025-06-13,4591.83,Defective Product
R007970,O0095029,C104543,2026-01-04,680.3,Size Issue
