customer_id,region,acquisition_channel,churn_probability,risk_category,expected_clv_12m,clv_category,segment_name,revenue_at_risk
C103943,Central,Organic Search,0.61036044,High,22478.32,Medium,Low-Engagement / Dormant,13719.8772856608
C103944,North,Email Marketing,0.14306828,Low,162958.01,High,Mid-Value Occasional Shoppers,23314.1222029228
C103945,North,Paid Ads,0.9307711,High,486.71,Low,Low-Engagement / Dormant,453.015602081
C103946,South,Referral,0.7844805,High,12030.16,Medium,Mid-Value Occasional Shoppers,9437.42593188
C103947,East,Organic Search,0.035919175,Low,309881.54,Very High,Mid-Value Occasional Shoppers,11130.6892645295
C103948,South,Referral,0.00054073654,Low,617333.67,Very High,High-Value Loyalists,333.8148727413018
C103949,Central,Direct,0.03012923,Low,147146.06,High,High-Value Loyalists,4433.3974853338
C103950,South,Organic Search,0.5206377,Medium,113609.93,High,Mid-Value Occasional Shoppers,59149.61265236099
C103951,Central,Social Media,0.87724113,High,5457.62,Low,Mid-Value Occasional Shoppers,4787.6487359106
C103952,East,Social Media,0.024880039,Low,536896.73,Very High,Mid-Value Occasional Shoppers,13358.01158137247
C103953,East,Paid Ads,0.9334579,High,5397.09,Low,Mid-Value Occasional Shoppers,5037.956297511
C103954,North,Paid Ads,0.8224854,High,7215.7,Low,Mid-Value Occasional Shoppers,5934.80790078
C103955,South,Social Media,0.024059745,Low,213304.49,High,Mid-Value Occasional Shoppers,5132.05163675505
C103956,Central,Paid Ads,0.2531954,Low,68787.15,High,Low-Engagement / Dormant,17416.58995911
C103957,West,Organic Search,0.0045139883,Low,407610.84,Very High,High-Value Loyalists,1839.950562713172
C103958,South,Referral,0.029200358,Low,258971.1,Very High,High-Value Loyalists,7562.0488316538
C103959,Central,Social Media,0.69914657,High,5398.54,Low,Low-Engagement / Dormant,3774.3707240078
C103960,West,Organic Search,0.9936242,High,292.71,Low,Low-Engagement / Dormant,290.843739582
C103961,North,Direct,0.83461386,High,9365.15,Medium,Mid-Value Occasional Shoppers,7816.283990979
C103963,West,Direct,0.7144963,High,25573.6,Medium,Low-Engagement / Dormant,18272.24257768
C103964,West,Social Media,0.05817866,Low,195611.8,High,Mid-Value Occasional Shoppers,11380.432404188
C103965,North,Organic Search,0.48842633,Medium,33806.65,Medium,Low-Engagement / Dormant,16512.0579890945
C103966,North,Organic Search,0.92094654,High,6159.49,Low,Mid-Value Occasional Shoppers,5672.561003664599
C103967,South,Direct,0.9938446,High,314.3,Low,Low-Engagement / Dormant,312.36535778
C103968,South,Email Marketing,0.0026905905,Low,655797.72,Very High,High-Value Loyalists,1764.4831153536595
C103969,North,Referral,0.014868775,Low,489450.71,Very High,High-Value Loyalists,7277.532480580251
C103970,East,Social Media,0.7282272,High,21122.91,Medium,Low-Engagement / Dormant,15382.277605152
C103971,East,Paid Ads,0.89125794,High,3768.99,Low,Low-Engagement / Dormant,3359.1422632806
C103972,North,Referral,0.011970772,Low,261376.88,Very High,Mid-Value Occasional Shoppers,3128.88303655136
C103973,East,Organic Search,0.4990536,Medium,27875.63,Medium,Mid-Value Occasional Shoppers,13911.433503768
C103974,North,Social Media,0.0077025727,Low,629460.0,Very High,Mid-Value Occasional Shoppers,4848.461411742001
C103975,South,Social Media,0.8236064,High,9457.0,Medium,Mid-Value Occasional Shoppers,7788.845724799999
C103976,West,Referral,0.82874024,High,5459.93,Low,Mid-Value Occasional Shoppers,4524.8636985832
C103977,Central,Paid Ads,0.70821047,High,14516.65,Medium,Mid-Value Occasional Shoppers,10280.8435193255
C103978,South,Referral,0.45099524,Medium,33856.15,Medium,Mid-Value Occasional Shoppers,15268.962494726002
C103979,Central,Organic Search,0.0024338667,Low,492650.61,Very High,High-Value Loyalists,1199.045914413687
C103980,Central,Organic Search,0.94281393,High,4198.2,Low,Mid-Value Occasional Shoppers,3958.121440926
C103981,East,Organic Search,0.07310811,Low,185672.15,High,Mid-Value Occasional Shoppers,13574.1399661365
C103982,Central,Paid Ads,0.008957875,Low,336830.07,Very High,Mid-Value Occasional Shoppers,3017.2816633012503
C103983,South,Paid Ads,0.9825965,High,859.97,Low,Low-Engagement / Dormant,845.003512105
C103984,North,Paid Ads,0.9683349,High,2665.15,Low,Low-Engagement / Dormant,2580.757758735
C103985,West,Paid Ads,0.3662626,Medium,66731.91,High,Mid-Value Occasional Shoppers,24441.402859566
C103986,East,Paid Ads,0.41527548,Medium,44191.99,Medium,Mid-Value Occasional Shoppers,18351.8498594052
C103988,North,Referral,0.0010706175,Low,698880.2,Very High,High-Value Loyalists,748.2333725235
C103989,North,Organic Search,0.2591231,Low,59501.02,High,Mid-Value Occasional Shoppers,15418.088755562
C103990,North,Paid Ads,0.00068317936,Low,581182.21,Very High,High-Value Loyalists,397.0516902711856
C103991,North,Organic Search,0.0154396435,Low,350003.18,Very High,Mid-Value Occasional Shoppers,5403.92432306633
C103992,Central,Organic Search,0.08034212,Low,314041.24,Very High,Mid-Value Occasional Shoppers,25230.7389890288
C103993,South,Social Media,0.87960553,High,425.43,Low,Low-Engagement / Dormant,374.2105806279
C103994,West,Email Marketing,0.9531235,High,1038.61,Low,Low-Engagement / Dormant,989.923598335
C103995,North,Paid Ads,0.7571808,High,6975.45,Low,Mid-Value Occasional Shoppers,5281.67681136
C103996,South,Paid Ads,0.8356212,High,13952.96,Medium,Mid-Value Occasional Shoppers,11659.389178752
C103997,Central,Organic Search,0.11773799,Low,198026.17,High,Mid-Value Occasional Shoppers,23315.203223198303
C103998,North,Organic Search,0.91198635,High,3392.09,Low,Mid-Value Occasional Shoppers,3093.5397779715
C103999,South,Email Marketing,0.1719886,Low,84126.34,High,Mid-Value Occasional Shoppers,14468.771439723998
C104000,West,Social Media,0.7208356,High,43914.63,Medium,Mid-Value Occasional Shoppers,31655.228664828
C104001,North,Referral,0.0005056134,Low,788777.34,Very High,Mid-Value Occasional Shoppers,398.816392720356
C104002,North,Email Marketing,0.2044726,Low,174169.51,High,Mid-Value Occasional Shoppers,35612.892550426004
C104003,Central,Social Media,0.4550946,Medium,20772.52,Medium,Mid-Value Occasional Shoppers,9453.461680392
C104004,South,Organic Search,0.25428233,Low,68492.14,High,Mid-Value Occasional Shoppers,17416.3409458862
C104005,East,Referral,0.92658114,High,889.2,Low,Low-Engagement / Dormant,823.9159496880001
C104006,North,Referral,0.27929512,Low,70741.02,High,Mid-Value Occasional Shoppers,19757.6216698224
C104007,North,Paid Ads,0.028808644,Low,158742.54,High,Mid-Value Occasional Shoppers,4573.157322515761
C104008,South,Social Media,0.8706404,High,6570.76,Low,Mid-Value Occasional Shoppers,5720.7691147040005
C104009,West,Paid Ads,0.0011754206,Low,823044.58,Very High,High-Value Loyalists,967.423554050348
C104010,South,Paid Ads,0.21069998,Low,99392.36,High,Mid-Value Occasional Shoppers,20941.9682641528
C104011,Central,Social Media,0.81304,High,7601.46,Low,Mid-Value Occasional Shoppers,6180.2910384
C104012,West,Organic Search,0.37975985,Medium,49012.16,High,Mid-Value Occasional Shoppers,18612.850529776
C104013,East,Paid Ads,0.9297875,High,2449.8,Low,Low-Engagement / Dormant,2277.7934175
C104014,South,Paid Ads,0.64538884,High,25898.26,Medium,Mid-Value Occasional Shoppers,16714.447979418397
C104015,East,Social Media,0.77606404,High,2182.93,Low,Low-Engagement / Dormant,1694.0934748371997
C104016,West,Email Marketing,0.0028803577,Low,703589.12,Very High,Mid-Value Occasional Shoppers,2026.588339428224
C104017,North,Social Media,0.8256866,High,3638.96,Low,Mid-Value Occasional Shoppers,3004.6405099360004
C104018,Central,Referral,0.11993563,Low,187969.67,High,Mid-Value Occasional Shoppers,22544.260792342106
C104019,East,Paid Ads,0.61659116,High,22108.25,Medium,Mid-Value Occasional Shoppers,13631.75151307
C104020,Central,Social Media,0.93481797,High,1759.38,Low,Low-Engagement / Dormant,1644.7000400586
C104021,Central,Organic Search,0.0013029098,Low,614370.99,Very High,High-Value Loyalists,800.4699837067019
C104022,North,Paid Ads,0.59381956,Medium,35781.22,Medium,Low-Engagement / Dormant,21247.5883166632
C104023,South,Referral,0.2547913,Low,93210.22,High,Mid-Value Occasional Shoppers,23749.153127086
C104024,East,Organic Search,0.20071867,Low,100345.55,High,Mid-Value Occasional Shoppers,20141.225336418494
C104025,East,Email Marketing,0.3910607,Medium,40210.64,Medium,Mid-Value Occasional Shoppers,15724.801025848
C104026,West,Paid Ads,0.91994625,High,4046.72,Low,Mid-Value Occasional Shoppers,3722.7648888
C104027,North,Social Media,0.84714067,High,6905.69,Low,Mid-Value Occasional Shoppers,5850.0908534123
C104028,East,Paid Ads,0.0034759883,Low,578818.83,Very High,Mid-Value Occasional Shoppers,2011.9674808996888
C104029,Central,Referral,0.07433933,Low,204424.83,High,Mid-Value Occasional Shoppers,15196.804897563898
C104031,North,Organic Search,0.023570942,Low,318249.18,Very High,Mid-Value Occasional Shoppers,7501.43296332756
C104032,Central,Direct,0.33862123,Medium,81912.72,High,Mid-Value Occasional Shoppers,27737.3859990456
C104033,North,Social Media,0.7530115,High,8607.57,Low,Mid-Value Occasional Shoppers,6481.599197054999
C104034,East,Paid Ads,0.9501247,High,548.78,Low,Low-Engagement / Dormant,521.409432866
C104035,South,Social Media,0.06979929,Low,198800.27,High,Mid-Value Occasional Shoppers,13876.1176978083
C104036,East,Organic Search,0.5932909,Medium,29289.22,Medium,Mid-Value Occasional Shoppers,17377.027694098
C104037,North,Referral,0.9438169,High,4655.33,Low,Mid-Value Occasional Shoppers,4393.779129077
C104038,North,Paid Ads,0.0020976707,Low,675892.79,Very High,High-Value Loyalists,1417.800501924253
C104039,South,Email Marketing,0.7614583,High,15691.28,Medium,Mid-Value Occasional Shoppers,11948.255393624
C104040,Central,Organic Search,0.635535,High,30250.32,Medium,Mid-Value Occasional Shoppers,19225.1371212
C104041,East,Referral,0.81505984,High,13666.41,Medium,Mid-Value Occasional Shoppers,11138.9419479744
C104042,West,Email Marketing,0.89626735,High,407.19,Low,Low-Engagement / Dormant,364.9511022465
C104044,South,Referral,0.93048364,High,615.17,Low,Low-Engagement / Dormant,572.4056208187999
C104045,North,Referral,0.3499796,Medium,8883.3,Low,Low-Engagement / Dormant,3108.97378068
C104046,North,Social Media,0.005031182,Low,360639.25,Very High,High-Value Loyalists,1814.4417030935
C104047,South,Organic Search,0.001288029,Low,931864.68,Very High,Mid-Value Occasional Shoppers,1200.26873191572
C104048,Central,Social Media,0.009850554,Low,264561.93,Very High,High-Value Loyalists,2606.08157780922
C104049,South,Social Media,0.9264458,High,6266.32,Low,Mid-Value Occasional Shoppers,5805.405845456
C104050,West,Organic Search,0.07197896,Low,166527.7,High,Mid-Value Occasional Shoppers,11986.490657192
C104051,West,Referral,0.5510354,Medium,30716.68,Medium,Mid-Value Occasional Shoppers,16925.978050472
C104052,Central,Organic Search,0.55192333,Medium,41915.79,Medium,Mid-Value Occasional Shoppers,23134.302396380703
C104053,South,Social Media,0.45903075,Medium,47344.19,High,Mid-Value Occasional Shoppers,21732.4390438425
C104054,Central,Paid Ads,0.46676198,Medium,28389.54,Medium,Mid-Value Occasional Shoppers,13251.1579016892
C104055,East,Email Marketing,0.9651101,High,3683.45,Low,Low-Engagement / Dormant,3554.934797845
C104056,East,Organic Search,0.0013042234,Low,550520.17,Very High,Mid-Value Occasional Shoppers,718.0012878859781
C104057,West,Organic Search,0.9748318,High,5279.19,Low,Mid-Value Occasional Shoppers,5146.322290241999
C104058,North,Social Media,0.03809802,Low,200311.99,High,Mid-Value Occasional Shoppers,7631.4902012598
C104059,West,Paid Ads,0.0011716372,Low,400154.44,Very High,Mid-Value Occasional Shoppers,468.835827649168
C104060,East,Organic Search,0.54137915,Medium,7135.87,Low,Mid-Value Occasional Shoppers,3863.2112351105
C104063,East,Referral,0.834387,High,17861.58,Medium,Mid-Value Occasional Shoppers,14903.470151460002
C104064,North,Organic Search,0.9437891,High,5484.46,Low,Low-Engagement / Dormant,5176.173567386
C104065,South,Organic Search,0.05759311,Low,266824.02,Very High,High-Value Loyalists,15367.2251345022
C104066,Central,Social Media,0.035553537,Low,319486.74,Very High,Mid-Value Occasional Shoppers,11358.88363159938
C104067,East,Social Media,0.86634547,High,3348.77,Low,Low-Engagement / Dormant,2901.1917195719
C104068,Central,Direct,0.8502218,High,4295.71,Low,Mid-Value Occasional Shoppers,3652.306288478
C104069,South,Organic Search,0.24956559,Low,52399.33,High,Mid-Value Occasional Shoppers,13077.0697070547
C104070,East,Social Media,0.016515128,Low,350105.36,Very High,Mid-Value Occasional Shoppers,5782.03483388608
C104071,Central,Direct,0.66614056,High,19588.91,Medium,Mid-Value Occasional Shoppers,13048.9674771896
C104072,West,Organic Search,0.94475436,High,320.19,Low,Low-Engagement / Dormant,302.5008985284
C104073,South,Direct,0.7000239,High,16415.27,Medium,Mid-Value Occasional Shoppers,11491.081324953
C104074,North,Paid Ads,0.0008795191,Low,433784.19,Very High,Mid-Value Occasional Shoppers,381.521480383029
C104075,Central,Referral,0.8511116,High,19335.97,Medium,Mid-Value Occasional Shoppers,16457.068364252
C104076,West,Paid Ads,0.37991405,Medium,27023.01,Medium,Mid-Value Occasional Shoppers,10266.4211722905
C104077,South,Email Marketing,0.32186627,Medium,49804.81,High,Low-Engagement / Dormant,16030.4884227587
C104078,East,Email Marketing,0.9254411,High,2972.94,Low,Low-Engagement / Dormant,2751.280863834
C104079,North,Organic Search,0.5629569,Medium,54068.52,High,Mid-Value Occasional Shoppers,30438.246406788
C104080,South,Referral,0.60651386,High,46562.74,High,Mid-Value Occasional Shoppers,28240.9471695764
C104081,North,Organic Search,0.9663884,High,505.71,Low,Low-Engagement / Dormant,488.712277764
C104082,North,Organic Search,0.50496376,Medium,36876.72,Medium,Mid-Value Occasional Shoppers,18621.4071876672
C104083,West,Social Media,0.9292755,High,5256.06,Low,Low-Engagement / Dormant,4884.327784530001
C104084,South,Social Media,0.6772055,High,60902.89,High,Mid-Value Occasional Shoppers,41243.772073895
C104085,West,Paid Ads,0.0989997,Low,173693.42,High,Mid-Value Occasional Shoppers,17195.596471974
C104086,East,Organic Search,0.015301512,Low,429439.21,Very High,Mid-Value Occasional Shoppers,6571.06922508552
C104087,North,Organic Search,0.29258856,Low,133516.34,High,Mid-Value Occasional Shoppers,39065.3536570704
C104088,South,Organic Search,0.6004391,High,9831.96,Medium,Mid-Value Occasional Shoppers,5903.493213635999
C104089,North,Organic Search,0.1002444,Low,135117.84,High,Mid-Value Occasional Shoppers,13544.806800096
C104090,West,Organic Search,0.44411033,Medium,36866.32,Medium,Mid-Value Occasional Shoppers,16372.7135410856
C104091,Central,Email Marketing,0.85269475,High,14554.88,Medium,Mid-Value Occasional Shoppers,12410.869762879998
C104092,West,Paid Ads,0.034274552,Low,335335.41,Very High,Mid-Value Occasional Shoppers,11493.47094748632
C104094,Central,Organic Search,0.010880511,Low,241918.89,Very High,Mid-Value Occasional Shoppers,2632.2011437527904
C104095,West,Paid Ads,0.9427301,High,1521.05,Low,Low-Engagement / Dormant,1433.939618605
C104096,East,Organic Search,0.7521873,High,8419.94,Low,Mid-Value Occasional Shoppers,6333.371934762001
C104097,West,Organic Search,0.019382227,Low,174792.04,High,Mid-Value Occasional Shoppers,3387.85899707308
C104098,South,Social Media,0.07186895,Low,78201.3,High,Low-Engagement / Dormant,5620.245319635001
C104099,North,Paid Ads,0.8828122,High,845.31,Low,Low-Engagement / Dormant,746.249980782
C104100,West,Paid Ads,0.8969617,High,3892.34,Low,Mid-Value Occasional Shoppers,3491.279903378
C104101,West,Paid Ads,0.82634073,High,20237.47,Medium,Mid-Value Occasional Shoppers,16723.0457331531
C104102,North,Referral,0.4014119,Medium,16117.31,Medium,Mid-Value Occasional Shoppers,6469.680029988999
C104103,Central,Paid Ads,0.90728223,High,5494.16,Low,Mid-Value Occasional Shoppers,4984.7537367768
C104105,West,Organic Search,0.0015627393,Low,567180.46,Very High,Mid-Value Occasional Shoppers,886.355195034078
C104106,Central,Social Media,0.88674754,High,22089.29,Medium,Mid-Value Occasional Shoppers,19587.6235678466
C104107,South,Direct,0.3070363,Medium,45077.81,Medium,Mid-Value Occasional Shoppers,13840.523994503
C104108,Central,Organic Search,0.59523183,Medium,13996.66,Medium,Low-Engagement / Dormant,8331.2575456878
C104109,West,Paid Ads,0.13026935,Low,82263.13,High,Low-Engagement / Dormant,10716.364474065502
C104110,West,Paid Ads,0.5074047,Medium,33662.07,Medium,Mid-Value Occasional Shoppers,17080.292529729002
C104111,Central,Direct,0.095867984,Low,166104.3,High,Mid-Value Occasional Shoppers,15924.0843747312
C104112,East,Organic Search,0.9485799,High,1844.87,Low,Low-Engagement / Dormant,1750.006600113
C104113,East,Referral,0.93315387,High,12203.34,Medium,Mid-Value Occasional Shoppers,11387.5939479258
C104114,West,Referral,0.18350965,Low,100695.33,High,Mid-Value Occasional Shoppers,18478.5647649345
C104115,South,Paid Ads,0.07367893,Low,285508.88,Very High,Mid-Value Occasional Shoppers,21035.9887838984
C104116,South,Referral,0.52489364,Medium,48299.71,High,Mid-Value Occasional Shoppers,25352.210592844403
C104117,North,Social Media,0.0010967337,Low,727952.9,Very High,High-Value Loyalists,798.37047744273
C104118,South,Organic Search,0.64911425,High,10230.57,Medium,Mid-Value Occasional Shoppers,6640.808772622499
C104119,West,Paid Ads,0.41161343,Medium,74848.72,High,Mid-Value Occasional Shoppers,30808.7383703096
C104120,Central,Paid Ads,0.13200954,Low,212403.0,High,Mid-Value Occasional Shoppers,28039.22232462
C104121,Central,Paid Ads,0.6936827,High,28064.96,Medium,Mid-Value Occasional Shoppers,19468.177228192
C104122,North,Referral,0.81110215,High,6825.77,Low,Mid-Value Occasional Shoppers,5536.3967224055
C104123,East,Social Media,0.9665982,High,1044.16,Low,Low-Engagement / Dormant,1009.283176512
C104124,East,Email Marketing,0.9808357,High,365.56,Low,Low-Engagement / Dormant,358.554298492
C104125,North,Social Media,0.80831057,High,4994.36,Low,Low-Engagement / Dormant,4036.9939783852
C104126,East,Paid Ads,0.13942952,Low,139945.51,High,Mid-Value Occasional Shoppers,19512.5352854552
C104127,South,Organic Search,0.20986404,Low,55476.9,High,Mid-Value Occasional Shoppers,11642.606360676
C104128,Central,Referral,0.48882157,Medium,26589.16,Medium,Mid-Value Occasional Shoppers,12997.3549361812
C104129,South,Organic Search,0.06783784,Low,209286.24,High,Mid-Value Occasional Shoppers,14197.5264633216
C104130,West,Paid Ads,0.0033718722,Low,530420.62,Very High,High-Value Loyalists,1788.510542884764
C104131,Central,Social Media,0.04184634,Low,104044.38,High,Low-Engagement / Dormant,4353.8765005692
C104132,West,Referral,0.16463012,Low,86751.88,High,Mid-Value Occasional Shoppers,14281.9724146256
C104133,North,Organic Search,0.511599,Medium,34631.31,Medium,Mid-Value Occasional Shoppers,17717.34356469
C104134,South,Social Media,0.1069469,Low,105216.29,High,Mid-Value Occasional Shoppers,11252.556045001
C104135,Central,Organic Search,0.37829095,Medium,44656.41,Medium,Mid-Value Occasional Shoppers,16893.115762489502
C104136,North,Referral,0.21143131,Low,52450.25,High,Mid-Value Occasional Shoppers,11089.6250673275
C104137,North,Referral,0.56129515,Medium,39914.51,Medium,Mid-Value Occasional Shoppers,22403.8208776265
C104138,Central,Referral,0.19524871,Low,59755.36,High,Low-Engagement / Dormant,11667.1569555856
C104139,West,Organic Search,0.919079,High,3966.32,Low,Low-Engagement / Dormant,3645.36141928
C104140,West,Social Media,0.012403354,Low,267727.97,Very High,High-Value Loyalists,3320.72478761138
C104142,East,Paid Ads,0.7949624,High,16043.72,Medium,Mid-Value Occasional Shoppers,12754.154156128
C104143,West,Direct,0.0010631395,Low,679394.88,Very High,High-Value Loyalists,722.29153302576
C104144,South,Organic Search,0.9256308,High,6397.03,Low,Mid-Value Occasional Shoppers,5921.287996524
C104145,North,Social Media,0.42546105,Medium,48409.62,High,Mid-Value Occasional Shoppers,20596.407755301003
C104146,North,Organic Search,0.6399152,High,8150.27,Low,Mid-Value Occasional Shoppers,5215.481657104
C104147,East,Social Media,0.89785343,High,2151.13,Low,Mid-Value Occasional Shoppers,1931.3994488759
C104148,South,Social Media,0.29640248,Low,79672.42,High,Mid-Value Occasional Shoppers,23615.1028756016
C104149,Central,Paid Ads,0.08608412,Low,167820.35,High,Mid-Value Occasional Shoppers,14446.667147842
C104150,South,Social Media,0.96339405,High,956.83,Low,Low-Engagement / Dormant,921.8043288615
C104152,Central,Email Marketing,0.69829875,High,11752.15,Medium,Mid-Value Occasional Shoppers,8206.511654812499
C104153,Central,Direct,0.9739314,High,451.89,Low,Low-Engagement / Dormant,440.109860346
C104154,West,Organic Search,0.0047040596,Low,438946.74,Very High,High-Value Loyalists,2064.831626185704
C104155,Central,Direct,0.9787662,High,462.72,Low,Low-Engagement / Dormant,452.894696064
C104156,North,Paid Ads,0.43875575,Medium,55752.05,High,Mid-Value Occasional Shoppers,24461.5325117875
C104157,East,Organic Search,0.021825528,Low,223319.7,Very High,Mid-Value Occasional Shoppers,4874.070365301601
C104158,North,Paid Ads,0.00057460926,Low,813162.03,Very High,High-Value Loyalists,467.25043231839777
C104159,East,Organic Search,0.79653454,High,5384.26,Low,Mid-Value Occasional Shoppers,4288.7490623404
C104160,West,Referral,0.5841897,Medium,21245.98,Medium,Low-Engagement / Dormant,12411.682682406
C104161,West,Organic Search,0.0058641788,Low,790671.32,Very High,Mid-Value Occasional Shoppers,4636.637992512015
C104162,North,Social Media,0.9124215,High,782.4,Low,Low-Engagement / Dormant,713.8785816
C104163,South,Paid Ads,0.0054613305,Low,510706.72,Very High,High-Value Loyalists,2789.13818649096
C104164,Central,Organic Search,0.0011332283,Low,518430.8,Very High,Mid-Value Occasional Shoppers,587.5004541516399
C104165,East,Email Marketing,0.12594286,Low,276231.05,Very High,Mid-Value Occasional Shoppers,34789.32845780299
C104166,South,Social Media,0.0562568,Low,87768.85,High,Low-Engagement / Dormant,4937.59464068
C104167,South,Paid Ads,0.8303389,High,15231.71,Medium,Mid-Value Occasional Shoppers,12647.481326519
C104168,South,Referral,0.74471706,High,10402.47,Medium,Mid-Value Occasional Shoppers,7746.8968751382
C104169,South,Email Marketing,0.9403971,High,815.83,Low,Low-Engagement / Dormant,767.204166093
C104170,South,Paid Ads,0.22690785,Low,142287.47,High,Mid-Value Occasional Shoppers,32286.1438996395
C104171,East,Organic Search,0.120184705,Low,67791.65,High,Mid-Value Occasional Shoppers,8147.519456713249
C104172,East,Direct,0.7981956,High,12582.23,Medium,Mid-Value Occasional Shoppers,10043.080624188
C104173,East,Paid Ads,0.6407041,High,26604.81,Medium,Mid-Value Occasional Shoppers,17045.810846721
C104174,North,Organic Search,0.91812843,High,7137.61,Low,Mid-Value Occasional Shoppers,6553.242663252299
C104175,North,Organic Search,0.0010464445,Low,564157.57,Very High,Mid-Value Occasional Shoppers,590.359586259865
C104176,South,Organic Search,0.9743858,High,1057.65,Low,Low-Engagement / Dormant,1030.55914137
C104177,Central,Direct,0.1884179,Low,56468.64,High,Mid-Value Occasional Shoppers,10639.702564656
C104178,West,Direct,0.032370497,Low,242551.35,Very High,Mid-Value Occasional Shoppers,7851.50774752095
C104179,North,Social Media,0.2027328,Low,78835.78,High,Mid-Value Occasional Shoppers,15982.598419584
C104180,East,Referral,0.2013065,Low,141037.9,High,Mid-Value Occasional Shoppers,28391.84601635
C104181,East,Email Marketing,0.88122463,High,6966.1,Low,Mid-Value Occasional Shoppers,6138.698895043
C104182,East,Social Media,0.6364976,High,51584.19,High,Mid-Value Occasional Shoppers,32833.213132944
C104183,West,Social Media,0.49803743,Medium,27796.97,Medium,Mid-Value Occasional Shoppers,13843.9315005871
C104184,Central,Direct,0.72182125,High,16909.13,Medium,Low-Engagement / Dormant,12205.3693530125
C104185,North,Organic Search,0.966081,High,385.31,Low,Low-Engagement / Dormant,372.24067011
C104186,East,Organic Search,0.8510529,High,694.88,Low,Low-Engagement / Dormant,591.379639152
C104187,East,Referral,0.8955763,High,3930.29,Low,Low-Engagement / Dormant,3519.874576127
C104188,East,Referral,0.7185748,High,16666.78,Medium,Low-Engagement / Dormant,11976.328105144
C104189,North,Organic Search,0.024620388,Low,185819.88,High,Mid-Value Occasional Shoppers,4574.95754371344
C104191,North,Referral,0.10014678,Low,148324.97,High,Mid-Value Occasional Shoppers,14854.2681390966
C104192,West,Paid Ads,0.6725361,High,9420.13,Medium,Mid-Value Occasional Shoppers,6335.377491692999
C104193,West,Email Marketing,0.5085721,Medium,72344.6,High,Mid-Value Occasional Shoppers,36792.44514566
C104194,South,Email Marketing,0.9563942,High,394.15,Low,Low-Engagement / Dormant,376.96277393
C104195,Central,Paid Ads,0.0005263226,Low,723811.17,Very High,High-Value Loyalists,380.958176903442
C104196,West,Social Media,0.9596946,High,350.87,Low,Low-Engagement / Dormant,336.728044302
C104197,East,Social Media,0.77875173,High,6240.67,Low,Mid-Value Occasional Shoppers,4859.9325588591
C104198,Central,Organic Search,0.0077394266,Low,421060.3,Very High,High-Value Loyalists,3258.76528602398
C104199,West,Paid Ads,0.024140917,Low,300516.86,Very High,High-Value Loyalists,7254.75257436062
C104200,North,Paid Ads,0.99000484,High,534.27,Low,Low-Engagement / Dormant,528.9298858668
C104201,East,Email Marketing,0.0032373646,Low,666020.22,Very High,Mid-Value Occasional Shoppers,2156.150283112212
C104202,East,Email Marketing,0.4513964,Medium,45579.11,Medium,Low-Engagement / Dormant,20574.246169204
C104203,East,Organic Search,0.02225569,Low,92148.33,High,Low-Engagement / Dormant,2050.8246664977
C104204,Central,Email Marketing,0.7226632,High,14731.37,Medium,Mid-Value Occasional Shoppers,10645.818984584
C104205,East,Social Media,0.0010605515,Low,657834.08,Very High,High-Value Loyalists,697.66692029512
C104207,East,Paid Ads,0.7733668,High,49031.18,High,Mid-Value Occasional Shoppers,37919.086776824
C104208,West,Email Marketing,0.74899995,High,10565.44,Medium,Mid-Value Occasional Shoppers,7913.514031728
C104209,South,Paid Ads,0.8828979,High,8411.9,Low,Mid-Value Occasional Shoppers,7426.848845009999
C104210,North,Social Media,0.5426579,Medium,9537.86,Medium,Mid-Value Occasional Shoppers,5175.795078094001
C104211,South,Social Media,0.0008872654,Low,547300.3,Very High,High-Value Loyalists,485.60061959962
C104212,West,Social Media,0.106917426,Low,161755.12,High,Mid-Value Occasional Shoppers,17294.441072721118
C104213,North,Paid Ads,0.027989088,Low,216487.99,High,Mid-Value Occasional Shoppers,6059.301403053119
C104214,South,Paid Ads,0.0014901678,Low,926767.81,Very High,High-Value Loyalists,1381.039548538518
C104215,North,Email Marketing,0.020524519,Low,216906.19,High,Mid-Value Occasional Shoppers,4451.89521787261
C104216,East,Paid Ads,0.8123041,High,18037.48,Medium,Mid-Value Occasional Shoppers,14651.918957667998
C104217,North,Organic Search,0.0011275606,Low,361594.38,Very High,Mid-Value Occasional Shoppers,407.71957606942806
C104218,North,Paid Ads,0.7770263,High,5819.34,Low,Mid-Value Occasional Shoppers,4521.780228642
C104219,West,Referral,0.61087877,High,8306.85,Low,Mid-Value Occasional Shoppers,5074.4783105745
C104220,North,Paid Ads,0.9621127,High,10438.3,Medium,Mid-Value Occasional Shoppers,10042.82099641
C104221,North,Referral,0.9427415,High,1906.65,Low,Low-Engagement / Dormant,1797.478080975
C104222,East,Organic Search,0.802126,High,5908.76,Low,Low-Engagement / Dormant,4739.57002376
C104223,North,Social Media,0.9416817,High,2943.89,Low,Low-Engagement / Dormant,2772.207339813
C104224,North,Email Marketing,0.6721557,High,18422.87,Medium,Mid-Value Occasional Shoppers,12383.037080859
C104225,South,Social Media,0.94103616,High,477.8,Low,Low-Engagement / Dormant,449.627077248
C104226,South,Social Media,0.6922228,High,10134.73,Medium,Mid-Value Occasional Shoppers,7015.491177844
C104227,East,Social Media,0.56953686,Medium,12913.03,Medium,Mid-Value Occasional Shoppers,7354.4465592858
